,E007_Time[h],E007_6803_deltaKaiC3_rep1,E007_6803_deltaKaiC3_rep2,E007_6803_deltaKaiC3_rep3,E007_6803_deltaKaiC3_rep4,E007_6803_deltaKaiC3_rep5,E008_Time[h],E008_6803_deltaKaiC3_rep1,E008_6803_deltaKaiC3_rep2,E008_6803_deltaKaiC3_rep3,E008_6803_deltaKaiC3_rep4,E011_Time[h],E011_6803_deltaKaiC3_rep1,E011_6803_deltaKaiC3_rep2,E011_6803_deltaKaiC3_rep3,E011_6803_deltaKaiC3_rep4,E011_6803_deltaKaiC3_rep5
792,66.23027777777777,0.512574425730706,0.5882747083451745,0.3815205425482951,0.5006115563543122,0.4160656751099778,66.23055555555555,0.4925134995820922,0.4700497391224428,0.6629957630339038,0.4357258416444891,66.23055555555555,0.5043968791676736,0.9365104091786765,0.7161091197847911,0.5096291329985876,0.534447850599467
793,66.31361111111111,0.515295472302459,0.5967573369619715,0.4086223259122482,0.5073805288980705,0.4146594083759983,66.31388888888888,0.4945294154020909,0.4769507713880461,0.6651940849974994,0.4423170382293868,66.31388888888888,0.5105455429832324,0.9374973509698696,0.7164401229177104,0.5062592153894387,0.5344608085050863
794,66.39694444444444,0.5180159916517193,0.5974061168147154,0.4439852385943287,0.5065593825559167,0.4242603829501521,66.39722222222223,0.4970945962969954,0.4896318515257718,0.6656874187588767,0.4404868779307707,66.39722222222223,0.5113399865118748,0.9395148438128824,0.7131922246931883,0.5105202662613555,0.5287391306887839
795,66.48027777777777,0.5287355228254507,0.6044204496679454,0.4312092421588976,0.5157478281145043,0.4266680466004854,66.48055555555555,0.5006084279667816,0.4998922471307782,0.6674743833329331,0.4452346800199733,66.48055555555555,0.5095812732973986,0.9289643280975944,0.7107661872432953,0.5050133612471245,0.5418839414501117
796,66.56361111111111,0.5384536040995143,0.6073997363870098,0.4564942984076844,0.5235455761430902,0.4328818459872943,66.56388888888888,0.5086702951120052,0.5021312242555581,0.6667535943685754,0.4507597623716525,66.56388888888888,0.5074704709461475,0.929847249990608,0.7187627759589548,0.5071395801137203,0.5338963692652994
797,66.64694444444444,0.5315697729786604,0.6081433769380642,0.4674403693797818,0.5279523369935285,0.4333012266631235,66.64722222222223,0.5124795814338021,0.5031480474099346,0.6665236641487196,0.4546614414637928,66.64722222222223,0.5000086511270212,0.936165061435251,0.7235827594899438,0.5097000067623025,0.5293775467872599
798,66.73305555555555,0.5352835661965362,0.615850770388076,0.4570474173516515,0.5321678208002757,0.4373256330727608,66.73055555555555,0.5180356696338906,0.4975419795610645,0.6555832015902923,0.4589390323777046,66.73055555555555,0.5037968895714671,0.9425192201515808,0.7216269097448895,0.5084957292282228,0.4853286108455877
799,66.81638888888888,0.5399945197156826,0.6223213149048133,0.4779154048371276,0.5401917374803864,0.4431545085532431,66.81666666666666,0.5295379414145696,0.4997122821334397,0.6553308122442308,0.4563918487980275,66.81416666666667,0.5012362660734853,0.9409111896363735,0.7244960018912712,0.5081278396810147,0.474950702446559
800,66.89972222222222,0.5447021687275327,0.6417544077568569,0.5228442945874063,0.5430237967335168,0.4479872953338528,66.89999999999999,0.533385777478715,0.4958582150088847,0.6517650982954819,0.4556192030127259,66.89999999999999,0.4987278644896225,0.954742439163138,0.7213908143554197,0.5059974344244039,0.4650449667731318
801,66.98305555555555,0.5478060476524156,0.6449494453135953,0.5054340495910548,0.5532637080419196,0.4562234345361216,66.98333333333333,0.5345785575297854,0.5015790365265531,0.6482846585630058,0.464620405913091,66.98333333333333,0.4868727727389814,0.949214443782102,0.7141121288225185,0.5055056138962992,0.4632125531849437
802,67.06638888888888,0.5553056901395526,0.6415058230452231,0.5088846330740079,0.5727111806704548,0.4558623661738258,67.06666666666666,0.5449156602718193,0.5110740034829353,0.6442880884997669,0.4701947669937441,67.06666666666666,0.4912720828032122,0.945328684320222,0.716860730236603,0.5084534826688002,0.4666546152183191
803,67.14972222222222,0.5654006290670595,0.6502229355227412,0.5329960084995684,0.5915659236665751,0.4579035291529882,67.14999999999999,0.5441964634094341,0.5119423711318547,0.6395739801927414,0.4767415943526303,67.14999999999999,0.4873268907265169,0.9420866473811844,0.7148374068005597,0.5086421494481908,0.4621723105862561
804,67.23305555555555,0.5736903965419486,0.6563001764179599,0.5027681395684044,0.5990276458603332,0.4537463612718826,67.23333333333333,0.5450203436478311,0.5185833931844656,0.6339409223629184,0.4854601946910235,67.23333333333333,0.491438296615649,0.9256898253453932,0.706442949976128,0.5078727270749459,0.4667668011784412
805,67.31638888888888,0.5799745239001204,0.6561369385034977,0.4976009902185569,0.6106960558643882,0.4597902992210227,67.31666666666666,0.5501866766927871,0.5249963218092564,0.6275875003652936,0.4889498733135246,67.31666666666666,0.4820074046399129,0.9183397163699856,0.7136781544838999,0.5019463325237223,0.4614392530612389
806,67.39972222222222,0.5850525417063757,0.6607326136527805,0.521094524625431,0.6099708620739946,0.4616347785831757,67.39999999999999,0.5534948372506612,0.5327804076320473,0.6219122961888752,0.4958099341280614,67.39999999999999,0.465835323031161,0.9212378243888196,0.7071438183033176,0.4984640869033705,0.4627908364776948
807,67.48305555555555,0.5859239797544042,0.6586865928400409,0.5086487072018018,0.6084517726670062,0.4622792338333519,67.48333333333333,0.5603441990283935,0.5327348997359928,0.6159138884566813,0.49903967964589,67.48333333333333,0.4547231640837998,0.9245856591124773,0.7054407426726759,0.5042271154569198,0.5044227258475389
808,67.56916666666666,0.5889883670667924,0.6443982661403216,0.4920635025978083,0.6049384956038775,0.4569230983388112,67.56666666666666,0.5655341347335028,0.54245904566158,0.6079908524257394,0.5050384109815899,67.56666666666666,0.4490720441547825,0.9157847360282728,0.7027697320891222,0.4998365475615957,0.4965360997671809
809,67.6525,0.5836452318950178,0.6426670227294705,0.509338875700962,0.6060307386276659,0.4561658043590577,67.65277777777777,0.5650640160740913,0.5429520914066285,0.6069417599870883,0.5066054278530691,67.65027777777777,0.4294830836636214,0.9068365764002392,0.7007315943086546,0.4946935167288051,0.4951321410097142
810,67.73583333333333,0.5800941017194539,0.6412922508841445,0.5092747916361383,0.6071282092640242,0.4478067830458413,67.73611111111111,0.5623332137588368,0.5374132814262902,0.6035651796657726,0.5107400285815673,67.73611111111111,0.422957407092369,0.8903427072691402,0.6993271403461226,0.4943991606041447,0.4914120365249103
811,67.81916666666666,0.5779345032493695,0.6418733379818089,0.5168712157655853,0.6026306148212088,0.4450454644431633,67.81944444444444,0.563941097497,0.54824185863305,0.6006596766208508,0.5180415100916445,67.81944444444444,0.4200961429856347,0.8737046614524632,0.6951571844752316,0.4877546209673971,0.4913769774392228
812,67.9025,0.5759659624229239,0.651009670500734,0.5025281136889179,0.6067376623900751,0.4414812774872697,67.90277777777777,0.5772870359984215,0.5576370643967283,0.604623812645392,0.5301091679111912,67.90277777777777,0.4073004239505775,0.8715239775444211,0.6896225442285338,0.4825610437325337,0.4838281590557887
813,67.98583333333333,0.5867880044071735,0.6549006340199999,0.5184454512431125,0.6058490588440772,0.4357136500066516,67.98611111111111,0.5851703969735245,0.5759981385444741,0.6048561461664737,0.5265422961714237,67.98611111111111,0.3929713866569096,0.8524021999159521,0.6921240403974359,0.4812195789477118,0.4797667808544265
814,68.06916666666666,0.583800153598067,0.649545613219495,0.512623194502521,0.60916451083927,0.4445420087220506,68.06944444444444,0.5977905471333069,0.5899243193607748,0.6049552322451848,0.5299401876068894,68.06944444444444,0.387110171836892,0.8321408787147203,0.6994624970321961,0.4707313807952754,0.4735940464916366
815,68.1525,0.5786019336204464,0.6805439918799137,0.5232613097788623,0.6112837248143095,0.4421657792464505,68.15277777777777,0.602546852189352,0.589814843587447,0.6021196225766221,0.5445021335554565,68.15277777777777,0.3785179242853343,0.8169415698651159,0.6922387414419262,0.4664976075917569,0.457911163800597
816,68.23583333333333,0.5801928673280481,0.699495152882758,0.5087597636212194,0.6004064069904499,0.4447843860850874,68.23611111111111,0.6126386768538206,0.5910689464236378,0.5939478654898938,0.5522274239583247,68.23611111111111,0.3751957928595977,0.7974058350682554,0.6882536041945859,0.460719421787877,0.4311193447911711
817,68.31916666666666,0.5779724768035027,0.6951984782103393,0.4779185228160452,0.5965322633715473,0.4513972526354401,68.31944444444444,0.6256653848394551,0.597685861525834,0.5924385059481176,0.5611153473600164,68.31944444444444,0.3707449304795983,0.7835352418019765,0.6843079191169892,0.455197989968542,0.4270198056499038
818,68.40527777777777,0.5773402833583345,0.6810533489457777,0.5089375543871608,0.5986609997440544,0.4456038011872348,68.40277777777777,0.624426338859577,0.5906648210078487,0.5909900855484216,0.5695651909083868,68.40277777777777,0.3709664941277998,0.7589313633208512,0.6672025232948061,0.4601344828528453,0.4082137667400224
819,68.48861111111111,0.5610958075329637,0.6692591452729966,0.494416825595756,0.5951923216770277,0.4434034529224455,68.48888888888888,0.6231209006280884,0.5966050554408338,0.5838011425219463,0.5773762403546139,68.48638888888888,0.3588616448492161,0.7491957786561675,0.6551382570725519,0.4543300752940694,0.3941024526014309
820,68.57194444444444,0.5592385690967019,0.673815246476732,0.4987563039403857,0.6023259345221211,0.4401956279152951,68.57222222222222,0.6247484308594736,0.5973057938532684,0.5804702117338377,0.5843477800532046,68.57222222222222,0.3538315477514147,0.7423300726159464,0.6577159640535961,0.4535859462796815,0.3864870919507184
821,68.65527777777777,0.5599680870477522,0.6759210309425232,0.495955957156974,0.597461543413589,0.44977974513225,68.65555555555555,0.6365082892687943,0.6057662637309686,0.5709958246832548,0.5946790929619941,68.65555555555555,0.3426773720045089,0.7175358357849295,0.6533364911001598,0.4431032789313371,0.3637689176811564
822,68.73861111111111,0.5618838796132167,0.6789758761567208,0.5058157532188148,0.5989988532682857,0.447755222432024,68.73888888888888,0.6495998345716922,0.6025856910170836,0.5731765095033654,0.606769460642141,68.73888888888888,0.3340002908411685,0.7030146645245856,0.6576006883333179,0.436083260504879,0.359149166862697
823,68.82194444444444,0.5675854642490885,0.694179158706482,0.4969356603365668,0.6011375687856676,0.4477214765655796,68.82222222222222,0.6548224244843918,0.6099633001120919,0.5716107909613493,0.6080181632581318,68.82222222222222,0.3292014815566092,0.7035681609731108,0.6555094091329947,0.4209270823903386,0.3630290807419732
824,68.90527777777777,0.5540723576402576,0.6875302542797699,0.51011564695826,0.5976773944477876,0.4474779231761245,68.90555555555555,0.6567754157236964,0.6126983138738075,0.5608971904583961,0.6078244795777833,68.90555555555555,0.3254821255086023,0.6999979330454226,0.6480635101379704,0.4176359401119327,0.365209904742298
825,68.98861111111111,0.5503440757005041,0.7016285376653577,0.5577556817692902,0.6032180345193014,0.4486239767991136,68.98888888888888,0.6526581640069905,0.6149899536173773,0.5542342260297015,0.6151876869722365,68.98888888888888,0.325643408117466,0.6783055944331721,0.6404638512458728,0.4052110333280665,0.3764928884636703
826,69.07194444444444,0.5470001335725039,0.6896733827528255,0.537655733692419,0.6027591930474627,0.449159050862249,69.07222222222222,0.6526700240522386,0.6222374391152806,0.5454204123444766,0.6173070614159586,69.07222222222222,0.3204865188660705,0.658692764604728,0.6333112956131817,0.3990535658313308,0.3676792856827678
827,69.15527777777777,0.5468400456278261,0.712464162532561,0.5346157718877804,0.6049005738621295,0.4466825576854793,69.15555555555555,0.6622103495779839,0.6302399885973302,0.548854260705939,0.6267818774867475,69.15555555555555,0.3096126512998381,0.6429610688051894,0.6338067096552328,0.3853647455485076,0.3531703543529483
828,69.24138888888889,0.5466633254669359,0.7058002490957604,0.5188357657528752,0.6064418805757534,0.4469939084810013,69.23888888888888,0.6644784933033525,0.6375968187506709,0.5435342790513176,0.6248114083657264,69.23888888888888,0.2934230030267412,0.6471121380563767,0.6317509630462115,0.3751457845405604,0.3413673566042548
829,69.32472222222222,0.5444694859191879,0.7200810136344247,0.5151156849225685,0.6013828165833891,0.4498925133532574,69.325,0.6746738069480482,0.6397071447197806,0.533458971951851,0.6279949258373413,69.32249999999999,0.290918775717301,0.6451476091568378,0.6227449287191558,0.3675978990026441,0.3362715587434099
830,69.40805555555555,0.544858039042835,0.7101058264413651,0.4688554992690967,0.6055230850626905,0.4505777812989364,69.40833333333333,0.6867956412323568,0.6489701801064707,0.5290268406127894,0.630531700289374,69.40833333333333,0.2847011751045903,0.63146912468185,0.6225894828659517,0.3573223092641001,0.119284231253817
831,69.49138888888889,0.5452284961250207,0.7038740569102011,0.4676551789020629,0.6102623889739132,0.4488491202069766,69.49166666666666,0.6846433458771416,0.6589851369698846,0.5258363828733912,0.6388210007129258,69.49166666666666,0.2831714109842352,0.6182783329834132,0.6118855049373433,0.3515202397884558,0.1104066487955601
832,69.57472222222222,0.5427803676817854,0.6907850735353607,0.4783146941684389,0.6024004310599107,0.4505059368585588,69.575,0.691616269603849,0.6655512258264997,0.5110860932069261,0.6406620947024282,69.575,0.247930697214411,0.6049768881902509,0.6032338776429225,0.3461929191734282,0.0956400902054094
833,69.65805555555555,0.5441131634580625,0.7098382439120765,0.4904340156525642,0.6051369138461395,0.4569476369271134,69.65833333333333,0.6917137601345034,0.6600676556501269,0.5067744627206741,0.6428542484556384,69.65833333333333,0.2377802517158438,0.5809664502078162,0.6074354869511325,0.3477415801509186,0.0783858384968124
834,69.74138888888889,0.5426263924276776,0.6994329347363892,0.457413114176146,0.5978715396406531,0.4603736249783182,69.74166666666666,0.6973351641917127,0.6521336338719077,0.4914999791559216,0.6393967267736445,69.74166666666666,0.2353212964718097,0.5810486847182841,0.5902912220892726,0.347367459587017,0.0682451808599007
835,69.82472222222222,0.5429195627933513,0.6981685118051492,0.4860519607982575,0.600604010534104,0.4567833044700987,69.825,0.6994798274986618,0.651148366380317,0.4792611268879704,0.6378887930608549,69.825,0.2263550575281369,0.5822252631805571,0.5716019755434905,0.344471798482001,0.0534194086614826
836,69.90805555555555,0.5373921819867002,0.6928443400160149,0.4609505268153452,0.6065340283997502,0.455976077752625,69.90833333333333,0.6921470947791208,0.6539110575211663,0.4730563869261289,0.639529709325011,69.90833333333333,0.2168827649932024,0.5794978628302629,0.5587686430587853,0.3334558419703353,0.0401098174450573
837,69.99138888888889,0.5426437566682303,0.7166597833674502,0.4791087837612167,0.6012612948934432,0.4621513460683124,69.99166666666666,0.6973363097574308,0.6590209100975943,0.4626842369137171,0.6371187361771773,69.99166666666666,0.2133056530379378,0.5734681666797559,0.5571921236390113,0.3335208393206698,0.0275177069307966
838,70.0775,0.5426737927273446,0.7238142049587266,0.4447267034070534,0.6001855114536365,0.4553085095518266,70.075,0.6848468151585227,0.6650771253700754,0.4507431511280629,0.6442551328317505,70.075,0.2060249598958234,0.5599378635181159,0.5462733195468734,0.3284680439358464,0.0326443810155575
839,70.16083333333333,0.5500817952823395,0.7493069669899257,0.4510042577613989,0.6071063793013869,0.4540469672300795,70.16111111111111,0.684477952707903,0.6620789030564191,0.435631600480508,0.6395381571064489,70.15861111111111,0.2046419278628872,0.5489086479111478,0.540413136303926,0.3362987133528895,0.036691147772878
840,70.24416666666666,0.5534672686804055,0.7675374307619354,0.4835414190701669,0.6130235994403463,0.4543661170222295,70.24444444444444,0.6888290631316583,0.6616254413317659,0.4273480525164007,0.6433670654223203,70.24444444444444,0.1953578032977129,0.5517822202013809,0.5368124826905811,0.3270141092430128,0.0290593194529782
841,70.3275,0.5546297164976244,0.7771049566764515,0.5187381598166427,0.616136872656771,0.4564653557396806,70.32777777777777,0.6952994861564563,0.659115936828586,0.4110909714151012,0.645941112803739,70.32777777777777,0.1809738366214316,0.5289602865080706,0.5300722707460959,0.3152154974116171,0.0181502124827585
842,70.41083333333333,0.5613686415389788,0.7964089042359781,0.5273944527214769,0.6254458995195151,0.4579440790860857,70.41111111111111,0.689088560509546,0.6601495846366907,0.4008588179899789,0.643459552878404,70.41111111111111,0.1744912823177282,0.5078445587272022,0.5191934157685835,0.3127041477982902,0.0069651474658036
843,70.49416666666666,0.5650835458383352,0.8152486320438261,0.5223102707426847,0.615750380380031,0.4586016816573439,70.49444444444444,0.6927956239187567,0.6621255783032148,0.3858500496884153,0.6521216378773476,70.49444444444444,0.1597113989328346,0.4866367545314784,0.5191768363150089,0.3050813344768073,0.0005054491823768
844,70.5775,0.5675739306584632,0.8230234978041125,0.5096855870756541,0.6166500153723737,0.4526375569416003,70.57777777777777,0.7008200131124935,0.6584431098326327,0.3766631205917997,0.6547266186349258,70.57777777777777,0.1452354490755391,0.4747385973703336,0.5084234542011853,0.293548335655131,0.0033724465894244
845,70.66083333333333,0.5648392964910209,0.8263328583217657,0.5041203751531383,0.6175445044131973,0.452051097319248,70.66111111111111,0.7039610638197467,0.6529013696867474,0.3622964814155307,0.6610737445888184,70.66111111111111,0.1422646994171743,0.4715518164699284,0.5017341945017829,0.2915064336754118,-0.0162325271794275
846,70.74416666666666,0.5614791430565623,0.8317760695025215,0.4690146086452591,0.6148335472017564,0.4498416940629269,70.74444444444444,0.7062181107700853,0.6570995467846961,0.3485485795090176,0.6601622637800368,70.74444444444444,0.1372004206916296,0.4646781468331454,0.4901099855503223,0.289556915013984,-0.0215081348138681
847,70.8275,0.5702929693045354,0.8379524863529203,0.4547682614595066,0.6173168432199034,0.454608737337522,70.82777777777777,0.7123904876936585,0.6646368285029525,0.3410178588556823,0.6653914228529161,70.82777777777777,0.1204438876953401,0.4415193292395957,0.482351758939174,0.2803010702813753,-0.0296530348269078
848,70.91361111111111,0.5670802734132809,0.8530614629803104,0.4409813077407397,0.6193940917320938,0.4585516162001678,70.91111111111111,0.7134775273211953,0.6727124006753167,0.3337027600729562,0.6687604670551239,70.91111111111111,0.114196379287294,0.4282771102456121,0.4732604495195612,0.2769401942222964,-0.0252658815548732
849,70.99694444444444,0.5678405527900333,0.8655023525928511,0.4862537218711815,0.6112649917853812,0.4592697186002439,70.99722222222222,0.7174785613840053,0.6875254475929291,0.3234017204122779,0.6726686402376479,70.99472222222222,0.1058591783890296,0.4221532421842578,0.4668369954015605,0.267075585715645,-0.0179453251574119
850,71.08027777777778,0.574973304070922,0.8652745074995081,0.4579854784704264,0.6179292422094207,0.4577624313793782,71.08055555555555,0.7167929206139801,0.6922751520042567,0.3161131737590983,0.6741151848548075,71.08055555555555,0.0962335719846368,0.3923494831653187,0.4632823379541008,0.2669085477745079,-0.0034900116174884
851,71.16361111111111,0.5732780231209705,0.873377279110053,0.457776552395436,0.6201865416164665,0.4594291402714437,71.16388888888889,0.7232199347435873,0.6955606951151031,0.3072355506328768,0.6734993419642465,71.16388888888889,0.0983208511207562,0.3916675970753107,0.4601974218049605,0.2602403875461572,0.0029014172586147
852,71.24694444444444,0.5683542050340958,0.9006100179350671,0.4456269187405393,0.6170365884013702,0.4566692299025609,71.24722222222222,0.7177589325058789,0.7005812565886043,0.2941672781870841,0.669620351226938,71.24722222222222,0.0859223109065812,0.3881093535774669,0.4487831948407704,0.2510724163120539,-0.0035696761587058
853,71.33027777777778,0.5716013441331091,0.911372073585938,0.4005365528374329,0.6034790807415849,0.4530820837910979,71.33055555555555,0.7194092416344839,0.6959360145452269,0.2801067802092006,0.6688774509071822,71.33055555555555,0.0732392505138506,0.3906765281117514,0.435840608207016,0.2404059494878447,-0.0067019253223673
854,71.41361111111111,0.5660189339697133,0.9274627947748634,0.4507054302551829,0.6001137165971684,0.4588670843476685,71.41388888888889,0.7199701888636132,0.7004241455627738,0.2662524771207188,0.6658698778726033,71.41388888888889,0.0648729731768577,0.3877709018948558,0.431170616308031,0.2318423066233662,-0.0262939595086111
855,71.49694444444444,0.5640064673245099,0.9400815293148452,0.4459335268002211,0.5903401937107711,0.4556236128751365,71.49722222222222,0.71644109992806,0.695444824676378,0.2582027859771381,0.6597968675941546,71.49722222222222,0.0630247861924482,0.3845942619201917,0.410574176807002,0.2263828114026409,-0.0249444038169922
856,71.58027777777778,0.5557634362069889,0.9538276241196962,0.4416208185163475,0.5909582096076478,0.4569510495686071,71.58055555555555,0.7168212995631942,0.6965972253785077,0.2477561204679682,0.6622576541461158,71.58055555555555,0.0580960009200163,0.3843484009579009,0.4040522506259679,0.2214287916438763,0.0045481208296127
857,71.66361111111111,0.5606893318555372,0.9669004252040356,0.4451672816847314,0.5949674615956533,0.4648487735154364,71.66388888888889,0.7111101115049672,0.6926805196189622,0.2247108909167298,0.6618514702060961,71.66388888888889,0.0430879327815052,0.3748351175548515,0.3950058019458213,0.2103815792994714,-0.0484150023149896
858,71.74972222222222,0.5603836447374346,0.98589927768329,0.4753728928239104,0.5951676467652421,0.4693161626952266,71.74722222222222,0.7115068584899125,0.6894938778048737,0.2092655042809554,0.6597775470550276,71.74722222222222,0.0340019012614147,0.3654562160346342,0.3786357982063049,0.1984425104560068,-0.0496323858203111
859,71.83305555555555,0.5646458645488583,0.9974235257736934,0.4532376286897897,0.5887584619894656,0.4785525939798272,71.83333333333333,0.7168108622551397,0.701036468800707,0.1892183641521842,0.6558351145771756,71.83083333333333,0.0306392299067869,0.3664135064975647,0.3739432101060123,0.2012129253342583,-0.0491026380791839
860,71.91638888888889,0.5724754802148727,1.01527251279229,0.4215614662756399,0.5881396039239783,0.4875574431333344,71.91666666666666,0.7196214435383438,0.6975074599282625,0.1765678707559698,0.659023401260125,71.91666666666666,0.0248012463272227,0.3679088048206886,0.3663290116023932,0.1838941682891822,-0.054424363307757
861,71.99972222222222,0.572071979889442,1.0168455811569297,0.4031443828121018,0.5879107690070331,0.4951300848120896,72.0,0.7233379220777947,0.6883060169666732,0.1573124209518721,0.6511416341947925,72.0,0.0144892821948707,0.3825439326577719,0.3653941799117438,0.1742875878099232,-0.0463961615454962
862,72.08305555555555,0.5680348509554205,1.0091420723862683,0.3933863557671815,0.5820716534594865,0.4978698925646821,72.08333333333333,0.7173596166123473,0.6934313041524041,0.1316504082334609,0.6521890390754207,72.08333333333333,0.0093046732444299,0.3733207174393106,0.3637396955092145,0.1623945365198152,-0.0528166286551873
863,72.16638888888889,0.5623635800245592,1.011361327099773,0.3718873628462585,0.5796219532847877,0.5045762388319494,72.16666666666666,0.7160858448814342,0.6812824841792514,0.1159802227283194,0.6559648401995808,72.16666666666666,0.002648759273149,0.3754409923725239,0.3485665421288098,0.1482163711763791,-0.0646843563229372
864,72.24972222222222,0.5652576529375012,1.0291026850177156,0.4002473819920749,0.5773613642689932,0.4948484949469738,72.25,0.7063159236250673,0.6760587181983426,0.093500251198036,0.6572682604681676,72.25,-0.0072771158591711,0.386506596441356,0.3292757067633834,0.1411544526713213,-0.0711979320581684
865,72.33305555555555,0.5643165547637847,1.0191654849611786,0.409466391384742,0.5708895819807562,0.4994860311350859,72.33333333333333,0.7018491685838426,0.6865591658181456,0.0816088770382146,0.6546985213854042,72.33333333333333,-0.0160716042301788,0.3895193744064801,0.3260681796646423,0.1278101460305378,-0.0753559391936203
866,72.41638888888889,0.5651397698018406,1.0059490648520495,0.4215443694417399,0.57740630177133,0.4964882165138632,72.41666666666666,0.7038848944989324,0.6933829851044544,0.0663044802784645,0.6464548430588433,72.41666666666666,-0.0175333538549687,0.4042811768052905,0.3183449543431441,0.1181848204141089,-0.078356956885355
867,72.49972222222222,0.563126781578996,1.029652761713027,0.4630812948179175,0.5813112187745665,0.5046544190931282,72.5,0.6978224151120905,0.696729332580399,0.0439854375824086,0.6481364441993627,72.5,-0.0186610086860894,0.4111938599519129,0.3167070275682992,0.1040798491163047,-0.0889995601127514
868,72.58583333333333,0.5610770728514689,1.0542759116676117,0.4384771464054881,0.5818040279069217,0.5113840057749527,72.58333333333333,0.699861043165652,0.7005973632264414,0.0232501222476776,0.6465425421211648,72.58333333333333,-0.0348532086135372,0.4094592859371908,0.3157553993683694,0.0932966095655807,-0.1094823196785051
869,72.66916666666667,0.5689901256043716,1.0668178499401173,0.4323319033340362,0.5824844238674476,0.5164763423536552,72.66944444444444,0.7046000904025305,0.6957862304803762,0.0050969042059148,0.6400723527417846,72.66694444444444,-0.0309085894647574,0.4040793226287024,0.3116910730304704,0.0846364833245831,-0.0986038022086318
870,72.7525,0.5740654210517114,1.076877910855663,0.4450455449705145,0.5807521011377972,0.5239307935157986,72.75277777777778,0.7096388675662211,0.6994950862373326,-0.0184758499772294,0.6343250905820798,72.75277777777778,-0.0322257830046447,0.3958558436707443,0.2979150551005676,0.0791008560901411,-0.0975625701524637
871,72.83583333333333,0.5743024396363905,1.082455427840177,0.4494180509192403,0.5808067539822255,0.5193467228401945,72.83611111111111,0.6953766844007969,0.6935230808497699,-0.0296697771020933,0.6264999687662349,72.83611111111111,-0.0458034169355408,0.4015907284843416,0.2848283553834795,0.0800911176932731,-0.0849571817826534
872,72.91916666666667,0.5745006610302024,1.0883497334203929,0.4376494010219005,0.5818480764475864,0.5167234927979026,72.91944444444444,0.6876128496509164,0.6944693631274828,-0.0474865173350053,0.6163961990217648,72.91944444444444,-0.0408401148972398,0.3978858622672458,0.272431986942875,0.0684086620991842,-0.099586191195172
873,73.0025,0.5646595641338372,1.080360159223855,0.4435395753575528,0.5742757623633306,0.5150604647522251,73.00277777777778,0.6831466710618137,0.6889330803375975,-0.0695277142082829,0.6146129916795098,73.00277777777778,-0.0395344964669828,0.3911431359939313,0.2687269661012765,0.0640548874072691,-0.1144481483093107
874,73.08583333333333,0.5671786270768764,1.0904860359789117,0.4482885542426162,0.5748895053415142,0.5161569989587164,73.08611111111111,0.6749774553793046,0.6769133782045748,-0.0861950146202354,0.6155495556736377,73.08611111111111,-0.0442851771594615,0.3903644464156019,0.2627143124400588,0.0562311958511053,-0.0983415988676727
875,73.16916666666667,0.5588573272177968,1.0859266935147225,0.4030963182308823,0.5746889987767886,0.5114124545651745,73.16944444444444,0.6823045083497861,0.6796094009102064,-0.1108900688351604,0.6162050985416407,73.16944444444444,-0.0768907684268168,0.3831516960601805,0.2589950487994467,0.0487389937984618,-0.1046650844361869
876,73.2525,0.5520951411439701,1.104281460761253,0.401162848113513,0.5668739358464077,0.5068261896116447,73.25277777777778,0.6873271347202323,0.6704202910936176,-0.1356145304833444,0.6201788264243417,73.25277777777778,-0.0667498776586358,0.3949067932323242,0.2481702012785199,0.0443796917512917,-0.0970171424040978
877,73.33583333333333,0.5438915446716585,1.0927496657492766,0.391088124919031,0.5688440095102227,0.5123975610304213,73.33611111111111,0.6806446382381993,0.666345189851267,-0.1629700565610664,0.6130699440658882,73.33611111111111,-0.0790611081819593,0.4074316520134101,0.2416407992352042,0.0405547043457374,-0.1033963059839657
878,73.42194444444443,0.5374460128460221,1.113930635610373,0.3974721299133318,0.5611989125106893,0.508125924646043,73.41944444444444,0.674656321651826,0.6637832367369464,-0.1819583074305944,0.6168776548137553,73.41944444444444,-0.081823059261274,0.3925281922615437,0.2340078752862842,0.0364654503521284,-0.101801104211675
879,73.50527777777778,0.5355580199411117,1.105223696576933,0.3935148445996787,0.5597383373728602,0.510810635175297,73.50555555555555,0.670961486709829,0.6565335697617815,-0.1993809468201868,0.6176011606187477,73.50305555555555,-0.0844343260985186,0.4003983396115523,0.2240724653073907,0.0283133526749792,-0.0660300619464242
880,73.5886111111111,0.5322270394598736,1.122228173982155,0.4066162507187027,0.558061976404389,0.512851046227216,73.58888888888889,0.6671594341615029,0.6483953253942281,-0.22183964182409,0.6132396620349924,73.58888888888889,-0.0906934998330762,0.408844025474994,0.2116356084330111,0.0148998383529941,-0.0656816998707307
881,73.67194444444443,0.5260525441341481,1.131543392260041,0.3839763302484004,0.5625695216955287,0.5152465103030781,73.67222222222222,0.6686494637567288,0.6343676385600765,-0.2415360629025417,0.6047923582199473,73.67222222222222,-0.0935991675417863,0.41106718704015,0.2024983470564807,0.002826338559065,-0.0821545344904296
882,73.75527777777778,0.5186340059246681,1.1449686749454029,0.3793950654041361,0.5638606651191312,0.5079963787964127,73.75555555555555,0.661430874245962,0.627049642642449,-0.2558718838817697,0.6086584469343972,73.75555555555555,-0.0909499122389325,0.4060697672720226,0.2000617268299906,-0.0111057113997322,-0.088247078134679
