,E007_Time[h],E007_6803_deltaKaiC3_rep1,E007_6803_deltaKaiC3_rep2,E007_6803_deltaKaiC3_rep3,E007_6803_deltaKaiC3_rep4,E007_6803_deltaKaiC3_rep5,E008_Time[h],E008_6803_deltaKaiC3_rep1,E008_6803_deltaKaiC3_rep2,E008_6803_deltaKaiC3_rep3,E008_6803_deltaKaiC3_rep4,E011_Time[h],E011_6803_deltaKaiC3_rep1,E011_6803_deltaKaiC3_rep2,E011_6803_deltaKaiC3_rep3,E011_6803_deltaKaiC3_rep4,E011_6803_deltaKaiC3_rep5
154,12.885833333333332,-2.010846444645356,-2.0162444311091265,-1.943408132340898,-2.0468455804001864,-1.8485953798489727,12.886111111111113,-2.4493995058898723,-2.4221531971857853,-2.1223917315980287,-2.3947616801132305,12.886111111111113,-2.843347149526928,-3.17356472849456,-3.0088587676352385,-2.743690219829104,-2.7514714767422617
155,12.969166666666666,-1.9944177761013424,-1.9922088576489496,-1.9288638126146629,-2.030680421013331,-1.824417273279036,12.969444444444443,-2.4223733914499297,-2.396532298614838,-2.092138613513235,-2.366769373096909,12.969444444444443,-2.806076520990094,-3.13986599740467,-2.973549630332122,-2.70933956287821,-2.631210091838253
156,13.0525,-1.9744527297824497,-1.9708087509842895,-1.9195854563226376,-2.023965177437605,-1.796705406921017,13.052777777777775,-2.4030098112427405,-2.372978536682862,-2.0621955418888884,-2.340048817283103,13.052777777777775,-2.7610105392637943,-3.1064781504767565,-2.937241347012998,-2.661801474301217,-2.605549266824611
157,13.135833333333332,-1.952951274676019,-1.9508441356659267,-1.89297325334118,-2.006300000185135,-1.778659626260374,13.136111111111113,-2.3811087419385224,-2.342091659573104,-2.030561750208513,-2.3129998023231395,13.136111111111113,-2.725350732711642,-3.0668034328718896,-2.8981352346933225,-2.625277516076803,-2.5688905421246173
158,13.221944444444444,-1.9297133805404976,-1.926515037143836,-1.8604273933092776,-1.9848850399854472,-1.7608797778903162,13.219444444444443,-2.3472701612069145,-2.307871417011475,-1.997836475321625,-2.28002211926502,13.219444444444443,-2.6856986256347057,-3.024844083974416,-2.8596326071297,-2.5851692460494595,-2.5290354539848705
159,13.305277777777777,-1.8991390179054397,-1.9060214817671837,-1.8211480656285528,-1.9687204477854692,-1.7387657095118083,13.305555555555555,-2.319094047716975,-2.276717560266557,-1.9598189574437292,-2.239315560553421,13.303055555555556,-2.6432557382714976,-2.976602337391953,-2.813734774819882,-2.5518782179294903,-2.4807855344752894
160,13.38861111111111,-1.8748281580715047,-1.877563496784328,-1.7941354594632593,-1.9396063747495285,-1.7173172699335653,13.388888888888888,-2.2783803811371817,-2.2438298421495952,-1.91770844015632,-2.2080799200296903,13.388888888888888,-2.579423586797981,-2.9386804209553974,-2.7728430450027703,-2.510205981293012,-2.4385423114891087
161,13.471944444444444,-1.8473807731104603,-1.850941110342821,-1.772189763740281,-1.907542972259351,-1.6979343090720578,13.47222222222222,-2.241929142135432,-2.2124080170145053,-1.8771041704068845,-2.1701149929318486,13.47222222222222,-2.5322036833275705,-2.898280556718916,-2.7349587216584137,-2.4685540815819524,-2.3901073087428824
162,13.555277777777777,-1.8193968358651773,-1.8285543514894047,-1.7473111671491377,-1.8783303919140653,-1.667016677951508,13.555555555555555,-2.204540312379044,-2.176451840757867,-1.837805398508896,-2.14062057589459,13.555555555555555,-2.487997535911126,-2.8544049609599518,-2.691283105508007,-2.425924060104057,-2.350482045776485
163,13.63861111111111,-1.7896763199496342,-1.801403250170016,-1.7060998581419775,-1.8501687855301971,-1.6365642287038915,13.638888888888888,-2.169413874534753,-2.138361070818928,-1.7984113781418207,-2.097396466949281,13.638888888888888,-2.435006648536958,-2.808855844179221,-2.650417494013897,-2.376917454032878,-2.300668037953108
164,13.721944444444444,-1.754619199748916,-1.7728878372297818,-1.6783560249335818,-1.8240583051416737,-1.607576814568938,13.72222222222222,-2.13094981226872,-2.110135466179604,-1.7579213663511126,-2.054242465523961,13.72222222222222,-2.376032521130828,-2.7526354111007163,-2.5971631813795764,-2.331135796407785,-2.2486667964592595
165,13.805277777777777,-1.718825450419212,-1.7416081444130227,-1.647279855501366,-1.788399102999823,-1.5734542898941286,13.805555555555555,-2.090348110246518,-2.0743747873644782,-1.7183346235482173,-2.007358372443343,13.805555555555555,-2.324876649555946,-2.7069458606717034,-2.5529214585496853,-2.290380616133956,-2.195479828304769
166,13.88861111111111,-1.6890950478878195,-1.705164204363251,-1.6184715375853749,-1.7597913315733709,-1.5451965101347,13.888888888888888,-2.048408754133144,-2.0362787964407985,-1.6690504135105693,-1.962743989928812,13.888888888888888,-2.2653405256129697,-2.660989386062723,-2.5040936132100127,-2.2428534379823866,-2.146708636322783
167,13.971944444444444,-1.6562279688531412,-1.676356050623171,-1.584131258688287,-1.7328351435484466,-1.512403331853639,13.97222222222222,-2.004731730593014,-1.9932472570184812,-1.625468003381593,-1.916199121598427,13.97222222222222,-2.204225637040006,-2.604568174667588,-2.4558809297874964,-2.189755782589882,-2.089154719169767
168,14.058055555555557,-1.622624190784686,-1.64698371763468,-1.5440592060754126,-1.6969306918285758,-1.4792746127216878,14.055555555555555,-1.961317027289966,-1.949879934250112,-1.581186663670704,-1.86652357246692,14.055555555555555,-2.1559334675126145,-2.556284408103388,-2.408884689450222,-2.1402891664590613,-2.031619571325504
169,14.141388888888889,-1.5854836919230688,-1.6100472407388668,-1.5070555667746943,-1.665478129534686,-1.4456102115173408,14.141666666666666,-1.9237646328872544,-1.90477659483094,-1.5366056682533054,-1.821517148945694,14.139166666666666,-2.0928654966438,-2.494940262210488,-2.355706170107421,-2.0856551019583547,-1.980904683093097
170,14.22472222222222,-1.54800645128001,-1.5693466561760134,-1.4669205275767054,-1.6368776100051046,-1.4154099881268454,14.225,-1.8816745370475536,-1.8603370069988832,-1.487124294370794,-1.7759796588428274,14.225,-2.025223199984018,-2.4363379070525246,-2.2975466464094763,-2.035255097322008,-1.9248115405989648
171,14.308055555555557,-1.5029924486383366,-1.5436820010855938,-1.4324542750346536,-1.5975292867955588,-1.3744738035442037,14.308333333333334,-1.8374467304329607,-1.8147609405345253,-1.445741822630552,-1.729910911363071,14.308333333333334,-1.960808049021173,-2.37767950691641,-2.2444073897479155,-1.984090656650076,-1.860341625792848
172,14.391388888888889,-1.4614416645519823,-1.5084533135062737,-1.4008569954643777,-1.5702333136791755,-1.3290015198711675,14.391666666666666,-1.7934812047049902,-1.7674481667611197,-1.3986575370059553,-1.6881107171078469,14.391666666666666,-1.9044215111806195,-2.3159672203123307,-2.1904896682554176,-1.9289632799084295,-1.810496416447804
173,14.47472222222222,-1.415154080345987,-1.470060632375911,-1.362328874944347,-1.5343898446464832,-1.2989930003172452,14.475,-1.747977952524577,-1.718598458544584,-1.3558707248363682,-1.6365788880752516,14.475,-1.8416650498251597,-2.253603199973748,-2.126994746805809,-1.874874462928752,-1.742877386160208
174,14.558055555555557,-1.371729678116494,-1.435903997531558,-1.321870099315666,-1.496199033905409,-1.2610481091996968,14.558333333333334,-1.7005369675520758,-1.6688115902935057,-1.307180676827144,-1.586515237660056,14.558333333333334,-1.7817401242550472,-2.1937895928573954,-2.069523887014061,-1.814225697408537,-1.683686004349755
175,14.641388888888889,-1.3339684407307566,-1.397583449709457,-1.2858808541820692,-1.45266103588128,-1.2131667119435354,14.641666666666666,-1.6585582444472604,-1.6182873379591365,-1.2605866870496274,-1.5387195806536995,14.641666666666666,-1.721248189707982,-2.133728540143285,-2.0070783472362965,-1.7532184709110927,-1.6189237362594575
176,14.72472222222222,-1.290670351827132,-1.357099030545042,-1.256961324909923,-1.4123760052168248,-1.175748675081528,14.725,-1.6042417788693242,-1.558025479035397,-1.208488052941152,-1.486591733244299,14.725,-1.6537906973591157,-2.0714221772347,-1.9492593825697857,-1.6966542668655409,-1.562392042955646
177,14.808055555555557,-1.2420353958150838,-1.310850782572942,-1.2239116966282273,-1.376744096772168,-1.1405938662541932,14.808333333333334,-1.556387567476881,-1.5090257925588744,-1.1616840753050424,-1.432131513016642,14.808333333333334,-1.5869690943210475,-2.008472633758198,-1.8898682448529456,-1.634734564566814,-1.4672923813279708
178,14.894166666666663,-1.1958635578751815,-1.2684387492269755,-1.179732154228613,-1.3293654656248397,-1.100902154209804,14.891666666666666,-1.5067956079279663,-1.4544880591088232,-1.102774058310613,-1.3825387389521897,14.891666666666666,-1.518984823643827,-1.941282033563613,-1.8281061826653424,-1.5726608391756585,-1.4426262040893998
179,14.9775,-1.1575548239591016,-1.2278629748401562,-1.1394228823653432,-1.2826402670697663,-1.055473408804387,14.977777777777778,-1.460065898880032,-1.412812060807164,-1.050757309493168,-1.3350132314290757,14.975277777777777,-1.4522393243149525,-1.8718524947240505,-1.77257444132769,-1.514434561718634,-1.3775949597762196
180,15.060833333333331,-1.110909180789626,-1.1837235046446868,-1.098184065455314,-1.235368656619277,-1.01490750100172,15.06111111111111,-1.4061984399899514,-1.360997581318486,-0.9972331397540006,-1.281754812222107,15.06111111111111,-1.384534031259371,-1.8045861295358936,-1.7028742629018505,-1.4438571990881104,-1.3114000927480356
181,15.144166666666663,-1.0681266158606422,-1.1462203847719654,-1.0462158876780523,-1.196150790003097,-0.9692043028733356,15.144444444444444,-1.357993231914016,-1.307844405850045,-0.9466008633603952,-1.229363304502764,15.144444444444444,-1.314470375339479,-1.7340850445187976,-1.6342068861908343,-1.3797302140422738,-1.2364430431877709
182,15.2275,-1.0160071174371454,-1.1077536622525803,-1.0021185329757183,-1.1571868231683553,-0.9213636875985194,15.227777777777778,-1.30965027630794,-1.2505523211517626,-0.8894597979456245,-1.1764385328391975,15.227777777777778,-1.244249783355123,-1.6639513404156925,-1.5665735467387996,-1.3122550652051206,-1.172725247101667
183,15.310833333333331,-0.9725506745552356,-1.058723385016313,-0.961892185053104,-1.1070769122795796,-0.8721855294643095,15.31111111111111,-1.2571695758268555,-1.194521115516229,-0.8294092645089529,-1.124180323196236,15.31111111111111,-1.1656736780435968,-1.595987112192783,-1.5013754768310514,-1.2490332070664614,-1.0840481363192855
184,15.394166666666663,-0.9351572770221184,-1.0139296018921369,-0.9177370273776336,-1.0678212137186969,-0.8298697038654971,15.394444444444444,-1.2049511341253143,-1.141750578778701,-0.7746485874156344,-1.065188502935376,15.394444444444444,-1.0879434780796453,-1.5201944490395487,-1.4374139054940458,-1.1840660899819182,-1.0008131384935042
185,15.4775,-0.8922269154161069,-0.9711723626082168,-0.8736532431793615,-1.0256198840850357,-0.7794160873046267,15.477777777777778,-1.1397949558572882,-1.0926405023171033,-0.7157770943969122,-1.0062629008147908,15.477777777777778,-1.0210605980754623,-1.4535754343687426,-1.3698900584953848,-1.1145551601729269,-0.9332216771005204
186,15.560833333333331,-0.8423595810866202,-0.9226517177919124,-0.824241015450977,-0.9746730801953224,-0.744224557391996,15.56111111111111,-1.0837010466761683,-1.0315906790520255,-0.6679941165500196,-0.9450033469893226,15.56111111111111,-0.94762644858069,-1.3811321458163928,-1.3026051583438183,-1.048101859726736,-0.8632751714398499
187,15.644166666666663,-0.7889552661541824,-0.8751677189697727,-0.776900526947801,-0.9251809590836864,-0.7012949928456559,15.644444444444444,-1.0272694132347675,-0.9854009034467266,-0.6090989883381803,-0.8832096730104912,15.644444444444444,-0.8642424360824208,-1.3086666552418005,-1.2287604242892451,-0.9865076265964065,-0.798775036634326
188,15.730277777777776,-0.7428139635104241,-0.823120418567542,-0.7188319601877846,-0.8819436780016552,-0.6560272734914108,15.727777777777778,-0.9743000631853166,-0.9276709715071304,-0.5574910475906081,-0.8276817118264861,15.727777777777778,-0.7953099630051952,-1.2369810287275431,-1.1555570723227124,-0.9181738946008114,-0.7319226836301027
189,15.813611111111111,-0.696935666818083,-0.7801098699101537,-0.6672354974515122,-0.8345613944181558,-0.6146212802628177,15.813888888888888,-0.9197930051794652,-0.8704006807818303,-0.5023696355025044,-0.7740192977821705,15.811388888888889,-0.7218304277110036,-1.1620773265794715,-1.0885963151764153,-0.8533020934246367,-0.6591195191966506
190,15.896944444444443,-0.6525203705110016,-0.7301361272217359,-0.6229113207822015,-0.7892342660195155,-0.5690768952011858,15.897222222222222,-0.8739482488682848,-0.8157898303620846,-0.4489340966350642,-0.7156222666190817,15.897222222222222,-0.6482052244992854,-1.096357603326711,-1.0176793623236955,-0.7774936486183822,-0.5927669459267588
191,15.980277777777776,-0.601768069794129,-0.6857992456256078,-0.5780596119857007,-0.7501624507094644,-0.5191940014555795,15.980555555555554,-0.8129658049022659,-0.7606382208818196,-0.4047837789154698,-0.6534904554754277,15.980555555555554,-0.5664357436069298,-1.0260239077216609,-0.9478074199790444,-0.7075499815983591,-0.5208663622365349
192,16.06361111111111,-0.5466787606435206,-0.6368992811442807,-0.5288805526304896,-0.6967461066091287,-0.4707724832828146,16.06388888888889,-0.7574456849313176,-0.7037456545176299,-0.3445180336368952,-0.594023702886092,16.06388888888889,-0.4915233712082738,-0.953678282739996,-0.8775816910981007,-0.6292725096466933,-0.440419162365407
193,16.146944444444443,-0.4932524398063372,-0.5934362906994595,-0.4785743240476826,-0.6451853920570367,-0.424612226047461,16.147222222222222,-0.7079879016047705,-0.6471119349887751,-0.2815362154585022,-0.5310218487826293,16.147222222222222,-0.4152694894151045,-0.8783227655806634,-0.8000033753776519,-0.5572626459113219,-0.3710267363761181
194,16.230277777777776,-0.4470891048008474,-0.5460103321120402,-0.4201411073310238,-0.5968804656091161,-0.3829131162218417,16.230555555555554,-0.6439924685713745,-0.5883368675571825,-0.2246376824054453,-0.4742847344932677,16.230555555555554,-0.3430754762766588,-0.805759387665886,-0.7276736692556325,-0.4879217994059946,-0.2900904701547317
195,16.31361111111111,-0.3941887539164241,-0.5004214641021115,-0.3761810833368907,-0.5440314860386949,-0.3310750413860323,16.31388888888889,-0.5876594004792988,-0.5348202590274473,-0.1700217958688665,-0.4182122027429081,16.31388888888889,-0.2747427057796215,-0.7289901746411619,-0.6623937659111261,-0.4214513750102754,-0.2050117454106304
196,16.396944444444443,-0.3419513862135471,-0.4518697462889542,-0.3366944326842919,-0.4972386123365018,-0.2844978902278613,16.397222222222222,-0.532188712976132,-0.4781619177468304,-0.1138879206058993,-0.3566040976531248,16.397222222222222,-0.1966725478481271,-0.650217146375262,-0.5945648552643639,-0.3418527734695391,-0.1355919396765136
197,16.480277777777776,-0.2879770015238022,-0.4063552391910411,-0.294681335754869,-0.4497020037106634,-0.2355815525429106,16.480555555555554,-0.4717804227088847,-0.4289616536052615,-0.0624354247396655,-0.2968602647421643,16.480555555555554,-0.1124663683437597,-0.5748423169602319,-0.5235881239767259,-0.2747273913949738,-0.0682324263084
198,16.566388888888888,-0.2366656004498809,-0.3558780042260388,-0.246141972692895,-0.3990218195867098,-0.175725919234516,16.563888888888886,-0.415034547323984,-0.3672192780353362,-0.0046636797592782,-0.2389805509249465,16.563888888888886,-0.0397255290655522,-0.4994676947113931,-0.4536647554507392,-0.2062766212635819,0.0050654255143735
199,16.64972222222222,-0.1864171843655815,-0.3184381037108038,-0.1986765234052763,-0.351998219607568,-0.1309308823137659,16.65,-0.3439511054672779,-0.3047346040123165,0.0446279394801598,-0.1843648045130654,16.6475,0.0301486122500131,-0.4290952821673398,-0.3915959298300783,-0.1367018514181763,0.0705002507891505
200,16.733055555555556,-0.1402317554158081,-0.2678356008613877,-0.1520851675615495,-0.3014313636335655,-0.0825963348995012,16.733333333333334,-0.2879301167840363,-0.2433074460541332,0.0980400547575555,-0.1284128752147855,16.733333333333334,0.1011547019290049,-0.358927076089941,-0.3239828239995672,-0.0664044660673835,0.1120706886899587
201,16.816388888888888,-0.0867093165165714,-0.2284705597930314,-0.1063680845938854,-0.2475214117424312,-0.0321221712183163,16.816666666666666,-0.230571601918946,-0.1835376202213831,0.1523732844858278,-0.0715246141350469,16.816666666666666,0.1846913903600426,-0.2847650674643399,-0.2516266115851773,0.0050141547143567,0.1773753825675039
202,16.89972222222222,-0.0290498713549862,-0.1813430455201704,-0.0541254536970849,-0.2038685242292931,0.0194917133954398,16.9,-0.1684755825161155,-0.1252249441173319,0.2076282437119033,-0.0124998737754607,16.9,0.2487573319942964,-0.2134112414989539,-0.1839284629540294,0.079952634986792,0.2392129799491756
203,16.983055555555556,0.0229465756107249,-0.1316531239564317,0.0016425461714174,-0.1552728616066796,0.0704454224996671,16.983333333333334,-0.1092420812190717,-0.0613692368879094,0.2672055441167197,0.0438614919656889,16.983333333333334,0.3321511853454871,-0.1362675776254759,-0.1162895452143903,0.147809602943858,0.316982132539045
204,17.066388888888888,0.0648800191512328,-0.0894008619146335,0.0541357362915561,-0.0951345846045186,0.1175390585445122,17.066666666666666,-0.049871121670762,-0.0033703192217138,0.3235057940152245,0.0989596277934445,17.066666666666666,0.4034716129898862,-0.0639360494988722,-0.0511110222156771,0.2207836909136755,0.3842814962178649
205,17.14972222222222,0.1123504532661031,-0.0413863271067883,0.0977539381806325,-0.0440538541701389,0.1621727228723679,17.15,0.0110372714864466,0.0541719866499897,0.3741295983563759,0.1529946770161744,17.15,0.4717172815663172,0.0027813750026165,0.0208059454515477,0.2924735353585554,0.3631097310430682
206,17.233055555555556,0.1677578711837947,0.0073904118559006,0.1428969735933167,0.0057691685317317,0.1975465157178731,17.233333333333334,0.0664830726107679,0.1114578569532676,0.4234775587231417,0.2155667815455756,17.233333333333334,0.5478868617761532,0.0708827337774749,0.0866602004555721,0.356277776874994,0.4332655012487704
207,17.316388888888888,0.2143022653616612,0.0547292854630371,0.1963646645216464,0.0549343221189647,0.2490605362079153,17.316666666666666,0.1238662550609948,0.167087466371521,0.4783502733324997,0.2680760818966716,17.316666666666666,0.6259790283833173,0.1357660705009135,0.1578505887235342,0.4227950601936759,0.5141474752457686
208,17.4025,0.2547836274859498,0.0898302233050328,0.2425568331950272,0.0972414449920315,0.2945148823616275,17.4,0.1773867911965008,0.2180609880454835,0.5367483370354376,0.3217227171878123,17.4,0.6903924602142866,0.2074294346248677,0.2245759594414271,0.4872240341794719,0.5799543256215419
209,17.485833333333332,0.2984019484718005,0.138093154073107,0.2752733020802326,0.1442903753340047,0.34070965109039,17.48611111111111,0.2366446523772405,0.2755785935732211,0.5852723413169542,0.3739068251406767,17.48361111111111,0.7607258401580856,0.2786708813779994,0.2832351650540953,0.5559633518314411,0.6494847291402495
210,17.569166666666668,0.3455572184632491,0.1801180055592869,0.3217138938814036,0.1844809511105549,0.38364493819783,17.569444444444443,0.2866398089637481,0.331440453010133,0.6369228742960559,0.4326285420802689,17.569444444444443,0.8237778551662904,0.3454884717656954,0.3534270612652335,0.618811670282829,0.7191373667427332
211,17.6525,0.3904494268332247,0.2295047046564071,0.376078431540049,0.2284130100699539,0.4315208383798224,17.65277777777778,0.3413722303171378,0.3878467348689519,0.6887005207257625,0.4878880029349203,17.65277777777778,0.8885471962530295,0.4140802725700688,0.4177505070373893,0.6801676508010683,0.7861109235465153
212,17.735833333333332,0.4376785621835496,0.2706531773581106,0.4157667382350467,0.2722863897430741,0.469737445224488,17.73611111111111,0.3910418847991046,0.4465976061197421,0.7372058619931017,0.5408853412362905,17.73611111111111,0.952432558494981,0.482244356349958,0.4854043645919619,0.7388299587877798,0.8610040888458019
213,17.819166666666668,0.4842446123449407,0.3133633487588469,0.4499786373826412,0.3213009274433861,0.5052948512121949,17.819444444444443,0.4440487397719225,0.4936932321899018,0.7874394761191121,0.5946206891193644,17.819444444444443,1.0166326410313735,0.5541788014409275,0.558987499409203,0.7999972637787709,0.9236155561114784
214,17.9025,0.5255475643770087,0.3532351430538746,0.4929139526364456,0.3692564602669611,0.5449931477155573,17.90277777777778,0.4943927615984481,0.5533337769641622,0.8356019377588416,0.6464941773224557,17.90277777777778,1.0723461470639863,0.6136816919552666,0.626098780228217,0.8604682394440368,0.9853440229911128
215,17.985833333333332,0.5693874045682572,0.3932684835392599,0.5279725078874411,0.4067528250924718,0.5898324249994377,17.98611111111111,0.5444739156421166,0.6115194027845865,0.8900938182013488,0.6969059351872043,17.98611111111111,1.1379717838571508,0.6811511177819909,0.6947370790469579,0.9284415635877594,1.0743881913089548
216,18.069166666666664,0.6125641184360855,0.4276632926118748,0.5743541272639754,0.4531898585811885,0.632812772220944,18.069444444444443,0.5976921662669432,0.6688502704505719,0.938115685369702,0.746056090658577,18.069444444444443,1.1945082627377483,0.7445851745868413,0.7599012711222337,0.9843159181483075,1.1379467670659342
