,E007_Time[h],E007_6803_deltaKaiA3B3C3_rep1,E007_6803_deltaKaiA3B3C3_rep2,E007_6803_deltaKaiA3B3C3_rep3,E007_6803_deltaKaiA3B3C3_rep4,E007_6803_deltaKaiA3B3C3_rep5,E008_Time[h],E008_6803_deltaKaiA3B3C3_rep1,E008_6803_deltaKaiA3B3C3_rep2,E008_6803_deltaKaiA3B3C3_rep3,E008_6803_deltaKaiA3B3C3_rep4
436,36.46361111111111,-0.4081412525559604,-0.2872414623827776,-0.3028029716007223,-0.2335039064437841,-0.2771141404600123,36.46388888888889,0.0993220292510898,0.045636598011877,0.1622972146977046,0.1180451899972566
437,36.54694444444444,-0.3899631001854545,-0.2730384102669089,-0.2937913068723794,-0.2144388175703232,-0.2553816960766803,36.54722222222222,0.1177932784084936,0.0595921027709605,0.1795884596907039,0.1319170131220683
438,36.63305555555555,-0.3734334602260033,-0.2591395547829208,-0.2782787845800721,-0.1982520789790486,-0.2347423233790524,36.63055555555555,0.1541891288445447,0.0738641796303191,0.1865388994724274,0.1396717344575178
439,36.716388888888886,-0.3559523768828474,-0.2413450826917462,-0.259265518877678,-0.174143834519628,-0.2163961502558381,36.71666666666667,0.2161096786035119,0.0898526640730487,0.1927481704628574,0.1519090364175692
440,36.79972222222222,-0.3407198965144898,-0.2226551813634281,-0.2373516246769146,-0.1623142292660366,-0.1969433055947259,36.8,0.2377550237577515,0.1001573902783353,0.1884159098010756,0.1612286017765884
441,36.88305555555555,-0.3207360676326943,-0.2062700387771147,-0.2251372176473388,-0.1507634095165587,-0.1863839192823851,36.88333333333333,0.2447252584077052,0.1105781911214601,0.2003417553452611,0.1724301136693352
442,36.966388888888886,-0.301000940902485,-0.1865898435210649,-0.205822414216346,-0.1342915227937902,-0.169118122204463,36.96666666666667,0.270220474681899,0.1303148981737949,0.2121253456726928,0.1841132555909691
443,37.04972222222222,-0.2903145691421476,-0.1684147847926456,-0.1984073315691723,-0.1194987178446336,-0.1535460462455867,37.05,0.2872407627369466,0.1417673417028053,0.2187663200797485,0.191677711397049
444,37.13305555555555,-0.2694770073232304,-0.1545450523983307,-0.1790920876488918,-0.0971851446403041,-0.1394678242893629,37.13333333333333,0.3221862107575453,0.1547353506720496,0.2218643185819045,0.1993231653035294
445,37.216388888888886,-0.2562883125705407,-0.1351808367537043,-0.1620768011564196,-0.0797509543763248,-0.1258835902183769,37.21666666666667,0.3468569049564809,0.1742187527411799,0.2342189819137352,0.2124493018867635
446,37.29972222222222,-0.2403485441621479,-0.1105223288834585,-0.1433615915505101,-0.0601962994725283,-0.1143934789141936,37.3,0.3756529295746231,0.18841737426594,0.2500299515289149,0.2216558060835026
447,37.38305555555555,-0.2206577635293838,-0.0963697204213925,-0.1327465790477556,-0.0379213335730565,-0.0929976262573571,37.38333333333333,0.3959743668809273,0.1995310402981685,0.2580968696002149,0.2333423631908961
448,37.469166666666666,-0.2032160342568398,-0.0781232036104156,-0.1206318846225884,-0.0197262115463626,-0.077096169127391,37.46666666666667,0.4418212971724364,0.214359574585794,0.2632193790195076,0.2407086588664915
449,37.5525,-0.183623422082369,-0.0619829713025446,-0.10481763000728,0.0055889105147929,-0.0594892454027975,37.55277777777778,0.4327937987742758,0.2217027995728402,0.2769971233977632,0.2499543791282328
450,37.63583333333333,-0.1662799948970849,-0.0437492169589043,-0.0841039376919429,0.0200238752933393,-0.037376993961059,37.63611111111111,0.4672919480396593,0.2333605363994221,0.2866297470650498,0.2564792103544643
451,37.719166666666666,-0.1497858227453646,-0.0318221346497298,-0.060090930924527,0.0379785242478965,-0.0181595546786373,37.71944444444444,0.4953158193498854,0.2461326049017496,0.2917168950705347,0.2628828392839269
452,37.8025,-0.1327409778248438,-0.0100019190543624,-0.0431787337108227,0.0492526976127732,0.0051629315690272,37.80277777777778,0.5346654851143393,0.2636188236121237,0.2976582131824851,0.2777649530157585
453,37.88583333333333,-0.1139455344864206,0.006511234538747,-0.01956747081446,0.0624462343979707,0.0255903229075145,37.88611111111111,0.5525410157704909,0.2774190097589392,0.3154533478882659,0.2885252390094964
454,37.969166666666666,-0.0921995692342535,0.02331713023204,0.0017427322430926,0.0811589723891803,0.0509224764634243,37.96944444444444,0.5785424797838965,0.2847329792666833,0.3229019463943392,0.2961633850850753
455,38.0525,-0.0759031607257629,0.0458155715188488,0.0199517491825269,0.0943907481477817,0.0671592483643795,38.05277777777778,0.6022699436481975,0.2977605467559366,0.3362036566262695,0.3070790794228289
456,38.13583333333333,-0.0548563897716298,0.0652063612833976,0.0478594529666945,0.1129413970108471,0.0927004937390214,38.13611111111111,0.5865234718851219,0.3095015255433723,0.3529581272287172,0.3178720105634866
457,38.219166666666666,-0.0348593393357976,0.0784893018008026,0.0662657158006088,0.1238107530911395,0.1163460667170134,38.21944444444444,0.592903127044483,0.3177557276417557,0.3567650075654431,0.3227418674081777
458,38.305277777777775,-0.0139120945354694,0.0976641947370715,0.083170409131444,0.1347986492771122,0.1352958204290386,38.30277777777778,0.5704089697041798,0.3289229637599457,0.3670239477193051,0.3260883392184288
459,38.38861111111111,0.0069852573588905,0.1219308411491031,0.0951734036485338,0.1465049172329072,0.1567496070068009,38.388888888888886,0.6158410584701972,0.3396030433028947,0.375334598492261,0.3303111156161642
460,38.471944444444446,0.0320326269235555,0.1402890414846869,0.1140745692833734,0.1685293873983585,0.1759072775830251,38.47222222222222,0.647199449976605,0.3471957743716476,0.3786966114053676,0.3448098865837058
461,38.555277777777775,0.0546299225815385,0.164338595582507,0.1310737752096161,0.1850718889889902,0.193768682291458,38.55555555555556,0.6294841988855604,0.3609009637633413,0.3837096386987796,0.349984342463775
462,38.63861111111111,0.0791770506025908,0.1838793026721371,0.1407708898430796,0.2069322499960174,0.214933670266864,38.638888888888886,0.651895357887305,0.368718416971207,0.3947733333317511,0.3576341739594905
463,38.721944444444446,0.0998739151032019,0.2013109613740417,0.1549657808417395,0.2233102971863451,0.2314020896450311,38.72222222222222,0.6824329777001669,0.3872479381845686,0.3976873489826344,0.3633590721343672
464,38.805277777777775,0.1231204180466032,0.2076333696995792,0.1622583151057335,0.2382058561025679,0.2419737875627672,38.80555555555556,0.696897107070559,0.3972893302888415,0.4102513400488816,0.3701587284123208
465,38.88861111111111,0.1373164592427609,0.2238463250509969,0.1730483587773584,0.2514187510629717,0.2570486101579005,38.888888888888886,0.7418877927729819,0.4166423948655351,0.4176649616470415,0.3732328345776621
466,38.971944444444446,0.1542619363483827,0.2417496242214358,0.1913357772410733,0.2699488051615339,0.2706264025692801,38.97222222222222,0.7386050796100199,0.429506932192251,0.4169278696127643,0.3767810827751017
467,39.055277777777775,0.1699567448669142,0.2537430633949274,0.2067204351234965,0.2787958402679204,0.2935070089367756,39.05555555555556,0.7366490104123438,0.4380827412426843,0.4388397205007974,0.3820031655097479
468,39.14138888888889,0.1906007781485396,0.2726264381463958,0.2184021962934087,0.295559677027489,0.3056902724012779,39.138888888888886,0.72121962603871,0.4411696196866226,0.4416001715849869,0.3972987756471061
469,39.22472222222222,0.2099939273901815,0.284799543441657,0.234180923861748,0.3092401348612879,0.3207760351046975,39.225,0.7383169653759615,0.4483673638899471,0.4438088808582777,0.4044676064130814
470,39.30805555555556,0.2245360816355036,0.2958621736374156,0.2534564801816173,0.3302370319660554,0.3387641381899656,39.30833333333333,0.7257410653390264,0.4656757689146302,0.4480655070327143,0.4109093513939748
471,39.39138888888889,0.2386271277749062,0.3084141224812717,0.2640287268482768,0.346550185314219,0.3470544218010364,39.391666666666666,0.7482919608709176,0.4740946285187407,0.4533697095394391,0.4230237045364858
472,39.47472222222222,0.246666950545529,0.3222551831117144,0.2774975246991482,0.3509794106538994,0.3612467250828834,39.475,0.7119696849427363,0.4860237351564363,0.4673211485286929,0.4346103601477121
473,39.55805555555556,0.2612554325312509,0.3353851480581259,0.2846627338138142,0.3587245225089044,0.3773408861814997,39.55833333333333,0.6885742685536655,0.4958628799779687,0.4755194848698174,0.4372690128951504
474,39.64138888888889,0.2693924541626886,0.3486038092407782,0.2933242135140175,0.3697853341787357,0.3911367422438989,39.641666666666666,0.7187057407309783,0.5002118528296835,0.4741643801512502,0.4423993578066935
475,39.72472222222222,0.2888778937171996,0.3543109579708371,0.3092818223636629,0.3751616577385835,0.4066341294181181,39.725,0.7377641285300308,0.5072704422540197,0.4786554966805299,0.4488010902706328
476,39.80805555555556,0.3061116273188775,0.3715063849503585,0.3169354181688134,0.3874533040393289,0.4164328828532124,39.80833333333333,0.7415494570342657,0.5108384354895075,0.4787924974842921,0.449673906035659
477,39.89138888888889,0.3208935289385561,0.3827898802722908,0.3248848579776949,0.3988600827075431,0.4241328366992591,39.891666666666666,0.7272617493552116,0.5175156184707701,0.4803750463082728,0.4540175012108581
478,39.9775,0.3426234703938092,0.3939612334204734,0.334929998080692,0.404781802145488,0.4361338241073551,39.975,0.684701026632481,0.5259017758285249,0.4810028076173061,0.4628315722657171
479,40.060833333333335,0.3617013213489485,0.409820233269638,0.3472706940103517,0.4142182695311158,0.44823567722962,40.06111111111111,0.6876673080337765,0.5301966908895808,0.4882754465953239,0.4657158160301181
480,40.14416666666666,0.3807269493150231,0.4247666680854067,0.3577068005413797,0.4261692908180698,0.4616382272191922,40.144444444444446,0.712160610754882,0.5358001456768402,0.4883926291453581,0.464469929694342
481,40.2275,0.396100219649823,0.440200325524294,0.3642381716906446,0.4296346707356833,0.4667413042302301,40.227777777777774,0.6817809500196683,0.5483119209092988,0.4887540218895388,0.4664936108090696
482,40.310833333333335,0.4120209955578746,0.4463209926337064,0.3724646607171734,0.4432142127889802,0.4797447374179147,40.31111111111111,0.6619283390800934,0.5567317960020448,0.4939592921690954,0.4669865572853771
483,40.39416666666666,0.4258891380904474,0.4595284558519407,0.3831861201221544,0.4601077192586741,0.4880483549384466,40.394444444444446,0.6248027892162004,0.5576595490662588,0.4942081080443561,0.4623484673947395
484,40.4775,0.4323045061455444,0.4768225010081872,0.3894024016489372,0.47371499120117,0.4980519839490476,40.477777777777774,0.6510043097361178,0.5582949569092157,0.5013001382947464,0.4641790397690302
485,40.560833333333335,0.4396669564679114,0.490002913322526,0.3993133562830313,0.4838358284485629,0.5047554506079601,40.56111111111111,0.6447329079760596,0.563237795034281,0.5004350524187917,0.4724779734005201
486,40.64416666666666,0.4441763436490309,0.5016694774059292,0.4099188342521068,0.4922700296086391,0.5171585800744474,40.644444444444446,0.6533885893003265,0.5720878376409159,0.4988125206341173,0.4746449676418787
487,40.7275,0.4540325201271263,0.5158219772602625,0.4196186850259953,0.4970173920648745,0.5286611965087933,40.727777777777774,0.6517713571013031,0.5730448576246714,0.4956322138774446,0.4764797222061721
488,40.81361111111111,0.4702353361871586,0.5266601962782799,0.4258127573166882,0.5078777119764346,0.5362631230723017,40.81111111111111,0.6330812127994625,0.5805086265771948,0.4878938038045952,0.4781819371668645
489,40.89694444444444,0.4761846399608264,0.5415839172436288,0.4369008990783362,0.5104507842781778,0.5405641819272987,40.89722222222222,0.5779181558433618,0.584278914786223,0.4849969627904902,0.4799513129578203
490,40.98027777777778,0.4902802774265682,0.5499929223308491,0.4442829575072539,0.5201364026806512,0.5481641942371291,40.980555555555554,0.6020821837096435,0.589955491235588,0.4793413639291479,0.478787550373299
491,41.06361111111111,0.4993220924095617,0.5616869931053705,0.4519587790419142,0.528134359670092,0.5600629801661601,41.06388888888889,0.6071732919030365,0.5953381236052131,0.4725266810336869,0.4738903505679595
492,41.14694444444444,0.5075099265817231,0.5676659105235158,0.4551282093629497,0.541044446508429,0.5680603588797792,41.14722222222222,0.6165914739563562,0.5888265782711163,0.4679525886363232,0.4762594150568591
493,41.23027777777778,0.519443619461707,0.5769294549324977,0.4631910933931555,0.5486664532332806,0.5741561485443933,41.230555555555554,0.6015367214305019,0.588820620305406,0.4646187619883725,0.4756944457154511
494,41.31361111111111,0.5223230084149082,0.5798774060704219,0.4697472752974868,0.5430001686579573,0.5731501663274325,41.31388888888889,0.5796090239144611,0.5867200134762878,0.459924877060249,0.4691951447795892
495,41.39694444444444,0.5375479286534584,0.5851095430662853,0.4731965984830599,0.5378453803714582,0.5796422283973457,41.39722222222222,0.5574083690253049,0.5811245202480544,0.4532706105414654,0.4613612148455231
496,41.48027777777778,0.5483182132362286,0.5848256444399764,0.4801389055991512,0.5370018747384735,0.5822321499236021,41.480555555555554,0.5641347424081904,0.5794339017810959,0.4394556398406335,0.4609923588699009
497,41.56361111111111,0.552033693068829,0.5986254881022749,0.4903740385371974,0.5394694368993835,0.5809197450766934,41.56388888888889,0.5771881277363611,0.5808479179318928,0.4344796430854636,0.4564882801697697
498,41.64972222222222,0.5616941969036093,0.6057088513548534,0.4957018384307951,0.5510478507702601,0.5877048270281304,41.64722222222222,0.5353685067111458,0.5767663272530203,0.4399422991227645,0.4548486824225735
499,41.73305555555555,0.5604995513396578,0.6130755108902746,0.503922145655702,0.5471368990428648,0.5893872079504454,41.73333333333333,0.56467585906196,0.5731888869931456,0.4300432875184445,0.4448732696661536
500,41.81638888888889,0.5680495808228003,0.6201252427919932,0.5112347998298394,0.5423363631846492,0.5879666990171913,41.81666666666666,0.5385101625463051,0.5649153530970288,0.4165822885575106,0.4335617462987513
501,41.89972222222222,0.5749441076456036,0.6264578225343562,0.5126396398132845,0.5404460234387558,0.590243110402942,41.9,0.531471392949767,0.5627454802055227,0.4099589832440675,0.4333138170790035
502,41.98305555555555,0.5825829519473716,0.6232730249826015,0.5107365037082774,0.5400656588240186,0.5878162512832908,41.98333333333333,0.4997595240860176,0.5552790216555727,0.4055730533013199,0.4215291871259469
503,42.06638888888889,0.5831659317141474,0.6241706243928596,0.5147252288592187,0.5411950471349594,0.5874859298348536,42.06666666666666,0.4917745277968147,0.542515729480218,0.3986241811715699,0.4184075619190153
504,42.14972222222222,0.5836928627787124,0.6227503944121506,0.5072056518526699,0.5480339649417931,0.5856519532352653,42.15,0.4633163739520018,0.5360553544085904,0.3945120500162202,0.4115486472980406
505,42.23305555555555,0.5861635588205876,0.6164121080783882,0.5069776085173537,0.5493821875904246,0.5817141276631825,42.23333333333333,0.439985030449509,0.531297645865914,0.385436343715771,0.3991521494632521
506,42.31638888888889,0.5863778313660333,0.6189555378203765,0.5036409339241509,0.5470394892024479,0.5758722582982834,42.31666666666666,0.4787804632153507,0.5278423519735063,0.3673967468698212,0.3862177749752791
507,42.39972222222222,0.587535489788048,0.6225804554578119,0.5067954623861048,0.5514056426751484,0.5711261493212638,42.4,0.4685026362036274,0.5220892195487782,0.3641929447970686,0.3807452307551462
508,42.48583333333333,0.5956363413063689,0.6218866322012824,0.5094410274584185,0.5538804196815017,0.5700756039138438,42.48333333333333,0.4773515113965272,0.5108379941052321,0.3576246235353112,0.3793342240842766
509,42.56916666666667,0.5968801909874707,0.6234738386522671,0.5039774619384564,0.5556635906701747,0.5677204242587617,42.56944444444444,0.4421270488043223,0.5040884198524649,0.3476914698414439,0.3699844626044929
510,42.6525,0.5962668417445695,0.6183418448031374,0.4974045978657431,0.5533549248655232,0.5696604115397779,42.65277777777778,0.4324292064653702,0.5004402396961647,0.34579317119146,0.3564956543180143
511,42.73583333333333,0.6003960943376188,0.6140904200371555,0.4927222665219641,0.5559541902675955,0.5708953659416719,42.73611111111111,0.4086579404461145,0.4910931952381138,0.3343294157804539,0.3482675075874586
512,42.81916666666667,0.6000677473733105,0.6129193331284755,0.4947302984309657,0.5570611536521279,0.5696250866502457,42.81944444444444,0.4094132048410853,0.4828470267761865,0.3166998925226162,0.3348997311358399
513,42.9025,0.6006815973050776,0.6118283522421437,0.4972285233587541,0.5584755805705494,0.5672493718523213,42.90277777777778,0.3716949517728983,0.4667014733043508,0.3023042910512377,0.3175920340465724
514,42.98583333333333,0.5998374384330889,0.6164172449340974,0.504616770313496,0.5625972353499783,0.5771680187357411,42.98611111111111,0.3457031313922545,0.4488562725126664,0.2823423017187069,0.3039441257634674
