,E007_Time[h],E007_6803_deltaKaiA3B3C3_rep1,E007_6803_deltaKaiA3B3C3_rep2,E007_6803_deltaKaiA3B3C3_rep3,E007_6803_deltaKaiA3B3C3_rep4,E007_6803_deltaKaiA3B3C3_rep5,E008_Time[h],E008_6803_deltaKaiA3B3C3_rep1,E008_6803_deltaKaiA3B3C3_rep2,E008_6803_deltaKaiA3B3C3_rep3,E008_6803_deltaKaiA3B3C3_rep4
516,43.1525,0.6033742607122211,0.6128337182310688,0.488462642547314,0.5547612796787837,0.5808875813030873,43.15277777777778,0.3036985794368292,0.4228658732104615,0.2371179244752441,0.2770265151929807
517,43.23583333333333,0.6079548196973756,0.6132608309024197,0.4863199220535267,0.5552031917608503,0.5734880863678027,43.23611111111111,0.2686857383038785,0.4151201435605251,0.2102549208645829,0.2653562335952104
518,43.32194444444444,0.6060765255468441,0.6135668812847215,0.4900665320409677,0.5491513767693021,0.5715821318754408,43.31944444444444,0.244399110742134,0.4032737043119122,0.1964242979933161,0.2461445821828279
519,43.405277777777776,0.6011391617944906,0.6111516338883687,0.4865022977286075,0.547805592909711,0.5731695100189459,43.40555555555555,0.2062386370427237,0.3953262866351467,0.1876257498093251,0.2289912722016324
520,43.48861111111111,0.6017425098209184,0.6144148526146498,0.4798270435775759,0.5443655971633382,0.5662500119922865,43.48888888888889,0.2000042555248638,0.3768776203968461,0.1708589709795925,0.2214960152578239
521,43.57194444444444,0.5972863488534687,0.6101563007557431,0.4802405932911647,0.5476311452871352,0.5642234279904492,43.57222222222222,0.1866959025358568,0.3615274341597215,0.1509236568901984,0.2044585233179994
522,43.655277777777776,0.5961704559662228,0.6087757409947185,0.4781427698148257,0.5508019918137439,0.5606895472094418,43.65555555555555,0.1955135124510883,0.3460754551825765,0.1258195036463227,0.1896785087091537
523,43.73861111111111,0.5953946060799999,0.6096729354055381,0.4765333953361715,0.5488778900514979,0.5500481578462942,43.73888888888889,0.1810570176740328,0.328521409420308,0.1041462080722429,0.1729556841186799
524,43.82194444444444,0.5947585719623599,0.6026476454530562,0.476612291284976,0.5384585920844194,0.5504990470990564,43.82222222222222,0.1281263486362485,0.313065021523905,0.0993034677113369,0.1536897625943688
525,43.905277777777776,0.593662124227598,0.6020996319930165,0.4711792783331718,0.5381438487722221,0.5438420011667975,43.90555555555555,0.1187214337973791,0.3021060148404488,0.0812909808260785,0.1282804575444091
526,43.98861111111111,0.597105031336751,0.6002286552720566,0.4728341763948542,0.53253340975031,0.5440768052496097,43.98888888888889,0.0938421996451553,0.2946441114131151,0.0679084463980437,0.114327482737386
527,44.07194444444444,0.5988870595975941,0.5938344749277046,0.4697768046262773,0.5338270234297778,0.5412032435486035,44.07222222222222,0.0984885706953935,0.2790790319811723,0.0499555641279048,0.0988305523022849
528,44.15805555555556,0.5920079731646409,0.5883168499883797,0.4680069814258575,0.533224436997411,0.5292210992659123,44.15555555555555,0.0998604694919954,0.2630104959799813,0.0338320344354341,0.0729893807284886
529,44.241388888888885,0.5910675340391429,0.5810755388733944,0.4611245244341705,0.532925396415684,0.5265301546046883,44.24166666666667,0.0687578166069472,0.2462382215409955,0.007337558459503,0.0488036828657768
530,44.32472222222222,0.5840655020690921,0.5791102993929506,0.4575292505339523,0.5287296464227632,0.5137301907691054,44.325,0.0247805306403234,0.2271619254917622,-0.0103281619419199,0.0326731739243282
531,44.40805555555556,0.5782016349492192,0.5690208887481439,0.4574209758501006,0.520236930532505,0.5132209879643594,44.40833333333333,0.0067285282202829,0.2039813233559202,-0.0313654241917671,0.0149975694747185
532,44.491388888888885,0.5732756882209934,0.5676070635309604,0.4485995157496732,0.5104469910344562,0.5050023253966643,44.49166666666667,-0.0213982759969303,0.1806961293532013,-0.0473745249938709,0.0013765854479233
533,44.57472222222222,0.564887415272621,0.5540685797242786,0.4436646848418893,0.5011595689938543,0.4936739812732569,44.575,-0.0551999693269857,0.1577060563994324,-0.0687557603329664,-0.0101900618646861
534,44.65805555555556,0.5646365673390499,0.5368051927018664,0.4422162969781282,0.4867744042516274,0.4868357328023931,44.65833333333333,-0.0870766410574668,0.1364108161065301,-0.0963094254746882,-0.0299026558113397
535,44.741388888888885,0.5591228935019648,0.5304166572283872,0.4420541652519295,0.4810912354243926,0.4790873561933509,44.74166666666667,-0.1178283824478722,0.1178101187825062,-0.1182358149655728,-0.0501614793798681
536,44.82472222222222,0.55414614068979,0.5215027274593926,0.4327781019989924,0.4687097999044591,0.4694286266564277,44.825,-0.1372552867296144,0.0943036734314641,-0.1451352226330586,-0.0705668151977065
537,44.90805555555556,0.5447060536776882,0.5126631569413256,0.4275879187971787,0.4588298338598259,0.460259318402942,44.90833333333333,-0.1593574491060184,0.0762911877536013,-0.1676079415854857,-0.094918945531891
538,44.994166666666665,0.535802375087561,0.5016976986115246,0.4240834264665095,0.4532510722341829,0.4515792046452342,44.99166666666667,-0.1695349667523271,0.0497723681452076,-0.1830542642120931,-0.1156181522890595
539,45.0775,0.5304348453880503,0.4898061047982159,0.4092644350691676,0.4421732487469098,0.4495880575966633,45.077777777777776,-0.1645879388156941,0.0323469196986654,-0.1958744821830239,-0.132064717015451
540,45.16083333333333,0.5142032028945356,0.4831881272205189,0.398130753909495,0.4413960958930767,0.4374856484716103,45.16111111111111,-0.2059164664151887,0.0120145462024497,-0.2148688864493205,-0.1522589208969098
541,45.244166666666665,0.5017071837691343,0.4718435169884438,0.3902821915339949,0.439919344943445,0.4208717474854778,45.24444444444444,-0.2313206526417945,-0.0058250498588701,-0.2324377672429274,-0.171001044758879
542,45.3275,0.490746522020704,0.4647720246028931,0.3827185557313321,0.425342725944467,0.4119461238546862,45.327777777777776,-0.2476006025584103,-0.021772167304634,-0.2515814140766896,-0.1910913690664049
543,45.41083333333333,0.4779209495048404,0.4539733999556617,0.3752396535323321,0.419465967718283,0.4033085457966801,45.41111111111111,-0.237556423199847,-0.0366271062580871,-0.2699001157443554,-0.2095301739241373
544,45.494166666666665,0.4664301959238774,0.4498473923294339,0.3560452912099782,0.411888797862726,0.3989587805299224,45.49444444444444,-0.2583882235728316,-0.0535901681463828,-0.2869941603205708,-0.2229177390763252
545,45.5775,0.44947398882689,0.4359937503977878,0.349935274279416,0.4094109427513189,0.3910965942738975,45.577777777777776,-0.2738961146560046,-0.0730616557005807,-0.3054638351608862,-0.2410543439068218
546,45.66083333333333,0.4328520536096907,0.4316122222251923,0.3443094074979528,0.4054321275332746,0.3827217522491103,45.66111111111111,-0.3206802093999203,-0.0926418729556475,-0.3201094269017513,-0.2593402674390805
547,45.744166666666665,0.4245641135148315,0.4169025552670078,0.3333674948650547,0.3863520761334974,0.3722340186770859,45.74444444444444,-0.3607406227270473,-0.1127311252504588,-0.3421312214605185,-0.2791757883361587
548,45.83027777777777,0.4100098896316005,0.4056644963694848,0.3249093396223502,0.3647705112525819,0.353033156780372,45.827777777777776,-0.3676774715317696,-0.1311297192277955,-0.3707295040354394,-0.2979611849007163
549,45.91361111111111,0.4043891008960275,0.3968977917697683,0.3109347442536272,0.3550871543668115,0.3407189287825353,45.91388888888888,-0.4132908746803849,-0.1490379628343466,-0.3911045591056702,-0.3152967350750121
550,45.996944444444445,0.3923014640908803,0.3864021870958928,0.294643510484833,0.3449017257281617,0.3324910959081629,45.99722222222222,-0.4425809530111041,-0.1660561653207073,-0.4134566704312654,-0.3295827164409096
551,46.08027777777777,0.3745466938456648,0.3711774273667865,0.2830354392840786,0.3362139443642986,0.319949418382864,46.08055555555556,-0.462747829334055,-0.1895846372413804,-0.4301861210531816,-0.3518194062198743
552,46.16361111111111,0.3587245026366263,0.3592232569922672,0.2777103308616335,0.3280235280785769,0.3098936554332679,46.16388888888888,-0.4771916284312766,-0.2062236904547759,-0.4500931932932771,-0.3704070812729723
553,46.246944444444445,0.3532346007867493,0.3511394197730439,0.2658679846699293,0.3175301934500448,0.298123565287024,46.24722222222222,-0.4903124770567228,-0.2149736381232107,-0.4781781687543101,-0.3851460181008722
554,46.33027777777777,0.3386766964657572,0.3377256589007195,0.2577081994035557,0.2957336558334379,0.277238905172803,46.33055555555556,-0.5087105039362626,-0.225434794712909,-0.4964413283199413,-0.4052364928438469
555,46.41361111111111,0.3268504956901119,0.3253817169577864,0.2466307729992637,0.2860336293591843,0.2666394313202975,46.41388888888888,-0.5331858397676802,-0.2388074759940021,-0.5068829521547333,-0.4206787812817678
556,46.496944444444445,0.307355702323013,0.3079073359176303,0.2406355026359675,0.2716298269334022,0.2581248989602174,46.49722222222222,-0.5797386172206722,-0.2590919990405293,-0.5247033197041477,-0.4374731588341113
557,46.58027777777777,0.2991920180743999,0.290502257144527,0.2243221847347381,0.2545219602378989,0.2480950623242965,46.58055555555556,-0.59176897093685,-0.2772886822304345,-0.5481027096945492,-0.456819900559954
558,46.66638888888889,0.2809591425009516,0.2733662213936444,0.2108906149588113,0.241109739730174,0.2329496746452876,46.66388888888888,-0.6222770375297397,-0.2937978452455708,-0.5712814001332034,-0.4819192811579743
559,46.74972222222222,0.261856773006085,0.2506989688110432,0.2003405882135796,0.2279928746434161,0.2214884881569654,46.75,-0.6464629555847813,-0.315419809071698,-0.5874396683082774,-0.4965715749664552
560,46.83305555555555,0.2510846048399565,0.2351002389336739,0.1912718986465983,0.210971072986506,0.2019112540941248,46.83333333333333,-0.6725268656593288,-0.334754895998483,-0.6079777907888373,-0.5199770559632793
561,46.91638888888889,0.2334423310994599,0.2179697706893794,0.1826843396475828,0.1978440415440128,0.190217722692581,46.91666666666666,-0.678868910282651,-0.3548034296194994,-0.6258960434248537,-0.5345359977659324
562,46.99972222222222,0.22132964272823,0.1993073023968938,0.1639777038484088,0.1818114858761976,0.17400764318917,47.0,-0.7000892339559299,-0.3687657348322291,-0.6401947013471961,-0.5426486736315012
563,47.08305555555555,0.2045462285166381,0.1787125717658435,0.152751783123113,0.1648731103190108,0.1602807638217488,47.08333333333333,-0.7101879831522632,-0.3818421378380602,-0.6530740389676364,-0.5571153564566758
564,47.16638888888889,0.1876917751017952,0.1619853158967467,0.1338063685878932,0.1432286179840947,0.1330368318291952,47.16666666666666,-0.7395653063166623,-0.3938329661422866,-0.6701343299788473,-0.5773363187777476
565,47.24972222222222,0.1671659669675522,0.1401252712810114,0.1213412506011064,0.1330777107587818,0.1106755934514078,47.25,-0.7448213538660531,-0.4111385485541128,-0.6773758473544031,-0.5907118327706109
566,47.33305555555555,0.1489684864444966,0.1209321738009405,0.1063562187632697,0.1158200893060928,0.092596793929304,47.33333333333333,-0.7819562781892744,-0.4289592151866465,-0.6853988633487792,-0.6086421702507606
567,47.41638888888889,0.1316990137099581,0.104005758729725,0.084051061917064,0.0982554530647423,0.0746001775048254,47.41666666666666,-0.7995702336470794,-0.4502952974569049,-0.7004036494973516,-0.6253276026732947
568,47.5025,0.1129572267880017,0.0781457607314493,0.0606255681473282,0.0829835002491331,0.0590854874209308,47.5,-0.8046633765721385,-0.4673471280858128,-0.7205904766163993,-0.6447684011329136
569,47.58583333333333,0.0969428015494326,0.0577519138610901,0.0508795247810626,0.0662039278493586,0.0388524659216026,47.58611111111111,-0.8242358652690325,-0.4939150410982008,-0.7445596148030991,-0.6603648363639183
570,47.66916666666666,0.083855411711795,0.0418239515645141,0.040012718387428,0.0449164316312039,0.0217008542518423,47.66944444444445,-0.8616878600142581,-0.5051993718228052,-0.761511333435533,-0.682117178740214
571,47.7525,0.0710947288393719,0.0239616066784797,0.0298249347777453,0.0237207061361437,0.0056303926576723,47.75277777777777,-0.8742195230562276,-0.517200456892273,-0.7712459011726823,-0.6994256982753057
572,47.83583333333333,0.0582604223431859,0.0011646114306379,0.0127159590054969,0.0016164446813429,-0.0117591796138642,47.83611111111111,-0.9088310186152654,-0.5305186342431554,-0.7875635859544294,-0.717090664622301
573,47.91916666666666,0.0389521594809962,-0.0221673025604692,-0.000914424633674,-0.0175966606403431,-0.032068124314704,47.91944444444445,-0.9239225128836108,-0.5467542431159116,-0.7960646550015584,-0.730912347073912
574,48.0025,0.0225696053573027,-0.0416344042854083,-0.0184664326019663,-0.035318918960367,-0.0500967041957616,48.00277777777777,-0.8934941740254185,-0.5601076240549084,-0.8177493748157549,-0.7404910145624499
575,48.08583333333333,0.0011124229233438,-0.0564369633438527,-0.0397402821194146,-0.0501506406344935,-0.0684451830069323,48.08611111111111,-0.9149461721767562,-0.5807791189084193,-0.8306180111796047,-0.7546269356598291
576,48.16916666666666,-0.015619727022903,-0.081775249944587,-0.0615361911638951,-0.0648921372427946,-0.0853138254970908,48.16944444444445,-0.9370786794456052,-0.6007690708286244,-0.8428708291565956,-0.7669203785775662
577,48.2525,-0.0362271858367229,-0.0990495349055023,-0.073454378471123,-0.0839437215896531,-0.1013028974140885,48.25277777777777,-0.9792918699118632,-0.6144778242716121,-0.8535080930911165,-0.7867716111667789
578,48.33861111111111,-0.057310297026661,-0.1122600896535979,-0.0942950635346523,-0.1073057077037616,-0.1122126655047597,48.33611111111111,-0.9877859196273396,-0.6323057249973779,-0.8667300666084585,-0.797380900918187
579,48.42194444444444,-0.0644694062545239,-0.130207186224982,-0.1052584666058772,-0.12957841083812,-0.1306433975149152,48.42222222222222,-1.002361006615761,-0.6498531200698234,-0.8785370126148122,-0.8089485149621144
580,48.50527777777778,-0.0763048613353795,-0.1520910972648706,-0.1243448086940305,-0.1531621474700409,-0.146795362189347,48.50555555555555,-1.0166173108727663,-0.6635203578567577,-0.8963291932972705,-0.8300747200684854
581,48.58861111111111,-0.084617012237556,-0.1699120960275902,-0.1445543115661849,-0.1638572353011442,-0.1700688292718253,48.58888888888889,-1.0363550143659084,-0.6787077880298968,-0.9077068701238268,-0.8481597826468263
582,48.67194444444444,-0.1052062110826444,-0.1910704563765735,-0.1602871977472529,-0.182863993257361,-0.1874640695050995,48.67222222222222,-1.0489743010346546,-0.689015761564864,-0.9234703038433768,-0.867003968746266
583,48.75527777777778,-0.1226728121454949,-0.2077664527843623,-0.1857436905199859,-0.2091827414889303,-0.2017813546308999,48.75555555555555,-1.0652753567903874,-0.6984446307411909,-0.9292197544857164,-0.8830075440555348
584,48.83861111111111,-0.1422171718542206,-0.2224003603326056,-0.2091240139249743,-0.2192138013704021,-0.2206209573899339,48.83888888888889,-1.0680583695164028,-0.7057947491423142,-0.934155481361544,-0.8955707739029655
585,48.92194444444444,-0.1644396487901947,-0.2459724547120643,-0.2294283927606495,-0.2395574955006338,-0.2383831515218903,48.92222222222222,-1.086323529067912,-0.719066471655578,-0.9436777430624588,-0.9092939232564944
586,49.00527777777778,-0.1821406036880519,-0.2646830122226035,-0.23965705258328,-0.2504141477027946,-0.2568682117654347,49.00555555555555,-1.1268710272720386,-0.7284601544722353,-0.95098679746096,-0.9207772567236576
587,49.08861111111111,-0.1987203994356884,-0.2865323097731984,-0.249810219706975,-0.2689840830243616,-0.278276413858214,49.08888888888889,-1.1311010579278222,-0.7393761550874446,-0.9570829017104492,-0.9228210385515936
588,49.17472222222222,-0.2159794010742616,-0.3091206248819346,-0.2710881212036833,-0.2896676277371227,-0.2982080345368543,49.17222222222222,-1.1526138168062157,-0.7508148323002719,-0.9703663122452288,-0.9312255326270438
589,49.25805555555555,-0.2351179757981902,-0.3270482356760035,-0.2836909849031923,-0.3078651093371751,-0.3170633515369601,49.25833333333333,-1.1734095016500867,-0.7703765462136904,-0.9774372847805032,-0.9411910024763516
590,49.341388888888886,-0.248136492955153,-0.3475154208917055,-0.3024190393931298,-0.3287768565449249,-0.3360426435931153,49.34166666666666,-1.1964883121742174,-0.7798616582345798,-0.9900960743123774,-0.9575177112654614
591,49.42472222222222,-0.2612353240460909,-0.3659224598744489,-0.3098725140189612,-0.3532031993050878,-0.3473461904388838,49.425,-1.2042504500653035,-0.7968705310737285,-0.9981429351178572,-0.9678059217999212
592,49.50805555555555,-0.2756148427252055,-0.3844696325787518,-0.3312516388839936,-0.3709444687866908,-0.3709742728068081,49.50833333333333,-1.223296118981955,-0.8054035287458307,-1.008578120754851,-0.9804558965248796
593,49.591388888888886,-0.2900754247999607,-0.4055572195682398,-0.3513566448493737,-0.3912009973830674,-0.3933271724284108,49.59166666666666,-1.2508255245546962,-0.8160610165694869,-1.0240018840621663,-0.9968678975250872
594,49.67472222222222,-0.294017448231079,-0.4289855020156468,-0.3659877635340843,-0.4117731187118629,-0.4104051720341933,49.675,-1.2718388743859663,-0.8200433611672083,-1.0314144771595148,-1.0080421865248983
595,49.75805555555555,-0.3056412931325475,-0.4497547617028155,-0.3829452273149503,-0.4262611676150316,-0.4270085553536372,49.75833333333333,-1.271936378050118,-0.8281509304654089,-1.0376161514475073,-1.0229790248882686
596,49.841388888888886,-0.3093473417716121,-0.4706652810206966,-0.4124292693266354,-0.4414654801588369,-0.4375376071152007,49.84166666666666,-1.284118247093419,-0.8389840936944133,-1.0402071576076564,-1.0332786736187556
597,49.92472222222222,-0.3293359785687819,-0.4907173429693502,-0.4266401234616417,-0.4573863936338528,-0.4567926130463238,49.925,-1.2821846950340494,-0.84894322138845,-1.0493877456023748,-1.0377413933595192
598,50.01083333333333,-0.3432075900978237,-0.5113112311579427,-0.455578024370313,-0.4692242465549611,-0.469973859873426,50.00833333333333,-1.2989359373621063,-0.8596286853856563,-1.061358164674979,-1.0479674443933198
599,50.094166666666666,-0.360562565085769,-0.5330472298047513,-0.4764432074608301,-0.4837793786613542,-0.4848816353219043,50.09444444444444,-1.3213721915395984,-0.8688408588280767,-1.073118663349684,-1.0621570866425218
600,50.1775,-0.3766012944129092,-0.5539256237371594,-0.493835908899215,-0.5018521309165338,-0.5011162281161367,50.17777777777778,-1.3064936770004525,-0.877180116161663,-1.0746694894316082,-1.0693105796690912
601,50.26083333333333,-0.3885241711127953,-0.5653466983916606,-0.5075563656093284,-0.5158428455083127,-0.5190779279794784,50.26111111111111,-1.3179006151505028,-0.8822468331362735,-1.08381089000677,-1.0764281826745952
602,50.344166666666666,-0.3949315903722425,-0.5775107398138569,-0.52060481527287,-0.5237518658488107,-0.536567025634267,50.34444444444444,-1.3227932293675049,-0.8966413868056737,-1.0949431114420896,-1.0835101545002033
603,50.4275,-0.4120239495313247,-0.5894180346584565,-0.5395814963293795,-0.5379795365744582,-0.5563838128018167,50.42777777777778,-1.3415717450011253,-0.908364155527537,-1.0948663993853884,-1.0959567536266888
604,50.51083333333333,-0.4186016480833793,-0.6032688701892781,-0.5544866479762351,-0.547926203545996,-0.5657285822024218,50.51111111111111,-1.3412363893729462,-0.9222155189634436,-1.102980998765389,-1.1005682381744242
605,50.594166666666666,-0.4350650876750025,-0.6124635342792479,-0.5609205101686553,-0.5661922138484725,-0.5760016275553563,50.59444444444444,-1.3291873917764607,-0.9339958580788796,-1.111287153791713,-1.1127448659033865
606,50.6775,-0.4414146721060525,-0.6268023154104017,-0.5814833236196983,-0.5717779157912485,-0.5912032435788741,50.67777777777778,-1.3430249834770809,-0.9401055551432388,-1.1179851079548886,-1.1168868942131531
607,50.76083333333333,-0.4584508073296491,-0.6380855026738819,-0.5927753298002603,-0.5814836589079908,-0.601133725990206,50.76111111111111,-1.3461493977121286,-0.9451449937298244,-1.1198751040263406,-1.1237945801429057
608,50.84694444444444,-0.4723739014521739,-0.65511338576994,-0.5995967709390789,-0.5903097939566783,-0.6123933715055638,50.84444444444444,-1.3493608696908428,-0.9541145587158436,-1.1259573840583963,-1.1302681803714243
609,50.930277777777775,-0.4783843647332681,-0.6698862550079367,-0.6103478900227283,-0.6014566729195985,-0.6295824778401393,50.93055555555555,-1.351059636594377,-0.956414636282412,-1.1348321893842832,-1.141707951217095
610,51.01361111111111,-0.4940826095858349,-0.6742044013063397,-0.6226289307956245,-0.6085246490033495,-0.6433013437081032,51.013888888888886,-1.3548459375757962,-0.9538456139145516,-1.1392997606181332,-1.148514148637903
611,51.09694444444444,-0.507469050576038,-0.6920681161927271,-0.6358401377600218,-0.6233140766388379,-0.6551502688226039,51.09722222222222,-1.3485200137600817,-0.9542078804011928,-1.1385603376549769,-1.155287028231437
612,51.180277777777775,-0.5291441044233047,-0.7040776918037825,-0.6451817561760151,-0.6370253114812799,-0.6695295538957704,51.18055555555555,-1.3532821082441295,-0.9591018258351725,-1.146214159670747,-1.1704268452348878
613,51.26361111111111,-0.5397081900003197,-0.7112334208853004,-0.6642540320615378,-0.6492587104102011,-0.6846395006387112,51.263888888888886,-1.352732466096749,-0.9637278416132338,-1.1458614651222765,-1.175933854525047
614,51.34694444444444,-0.5485617283330313,-0.7281355967921828,-0.6704572121923629,-0.6596146315294373,-0.6904804117615136,51.34722222222222,-1.3658713343586628,-0.9768863204360289,-1.1433024917473005,-1.1814083106183102
615,51.430277777777775,-0.5523051426006489,-0.7319845134884391,-0.6807915441021011,-0.6708934341671329,-0.6960525909732453,51.43055555555555,-1.379298962042509,-0.986377656308115,-1.1413374765644542,-1.1834504676706727
616,51.51361111111111,-0.5491388581356427,-0.7391804655471892,-0.6828572760822045,-0.678495478875742,-0.7059563429819499,51.513888888888886,-1.3742156001328398,-0.9976022445379586,-1.1497666558732766,-1.1876605794777348
617,51.59694444444444,-0.5566633024237445,-0.7421237481506605,-0.6898546571819651,-0.6870211274320297,-0.7123919734946556,51.59722222222222,-1.375821501586123,-1.0077604817379315,-1.1575902652542056,-1.1988388994746964
618,51.68305555555556,-0.5586789051039467,-0.7468146570901885,-0.6985839372085128,-0.688270742837069,-0.7257597892173654,51.68055555555555,-1.3927169213307378,-1.0124527658243123,-1.1600085395685815,-1.1979856807363602
619,51.76638888888888,-0.5677860979685017,-0.7532534887662168,-0.7154453667268172,-0.6912446893162434,-0.7332600978550637,51.766666666666666,-1.39350211626698,-1.0082794960172885,-1.1646217129586445,-1.201101175977132
620,51.84972222222222,-0.582985314962926,-0.7684405401882977,-0.7252391970596882,-0.701143332319246,-0.7432932081117141,51.85,-1.3939773452670583,-1.0230410728409534,-1.1674300188475384,-1.2059856375510165
621,51.93305555555556,-0.597676992185995,-0.774176108975092,-0.7439656802877745,-0.7105670385200784,-0.750859429690258,51.93333333333333,-1.413742869175096,-1.0313378981233083,-1.1712336899393048,-1.207639317451625
622,52.01638888888888,-0.6054615678897467,-0.7804604933543688,-0.7534250692495632,-0.7159161758170522,-0.7547590732926184,52.016666666666666,-1.402798950807131,-1.0393703749962606,-1.1598329582188902,-1.2086624673121678
623,52.09972222222222,-0.6137394824794781,-0.7858939921630056,-0.7562176175413824,-0.7213911133327883,-0.7577924506196965,52.1,-1.4071458549511158,-1.0377389078956272,-1.160028054952141,-1.2044553384054573
624,52.18305555555556,-0.6279111785137503,-0.7924769048469888,-0.7675435795173986,-0.7275922214142184,-0.7657598743713723,52.18333333333333,-1.4317838483669156,-1.0370439025611289,-1.1566192106858026,-1.2160181816439088
625,52.26638888888888,-0.6369771007043836,-0.8004095314614127,-0.7694032102896183,-0.7371198716325824,-0.7706616582465053,52.266666666666666,-1.4207131997863107,-1.0386857660363946,-1.1532066552475244,-1.215551247579541
626,52.34972222222222,-0.6511376959164603,-0.8052921726704793,-0.7775967657278865,-0.7465744367834304,-0.7822981169429348,52.35,-1.408734179912997,-1.041664906668963,-1.1595906177458573,-1.2186547864039707
627,52.43305555555556,-0.6587934131683233,-0.8111251297475,-0.7847245024598887,-0.7543562908866215,-0.7856695661574795,52.43333333333333,-1.403247061422582,-1.0463817341102757,-1.1609713265702517,-1.2139290479484206
628,52.51916666666666,-0.6617447036315771,-0.8131087045748948,-0.7809866778711496,-0.7594658091863249,-0.7925763225859364,52.516666666666666,-1.40845211896259,-1.049836659315683,-1.162349009391059,-1.2183742816837149
629,52.6025,-0.6801920206310867,-0.8172431996441909,-0.7893835501050326,-0.7563033681510194,-0.7954187039230836,52.602777777777774,-1.398749629152457,-1.045430094544444,-1.1635238931595326,-1.2163907367202778
630,52.68583333333333,-0.6927358196449787,-0.8285289180560258,-0.7865153780627414,-0.7622693454734923,-0.7981970288626761,52.68611111111111,-1.3791398705835354,-1.0417624533597218,-1.1574962041078285,-1.2047786618081369
631,52.76916666666666,-0.7027765583046421,-0.8369661635201433,-0.7825824214033186,-0.7659641200708416,-0.799511617097451,52.769444444444446,-1.3598231238190908,-1.0382341506285906,-1.1560661677490027,-1.1959383053369212
632,52.8525,-0.7115146963947258,-0.8391552403553961,-0.7819849405436454,-0.7725880720844747,-0.8071627893191222,52.852777777777774,-1.3593996713943044,-1.042845602522029,-1.1530340088770124,-1.188869915335864
633,52.93583333333333,-0.7195506958531395,-0.8472964534897468,-0.7703231966584436,-0.7695415828801071,-0.8191508672183838,52.93611111111111,-1.347069797816271,-1.0401972265149222,-1.1491999515667155,-1.186573739473798
634,53.01916666666666,-0.7196850207710545,-0.8473901084602649,-0.7671974516802744,-0.7746250350477663,-0.824676173484909,53.019444444444446,-1.3476337895639967,-1.0378894413860644,-1.150364219173872,-1.19405002505916
635,53.1025,-0.717918137392904,-0.8458365114131279,-0.7682079682995374,-0.7756388124017882,-0.8283390318073506,53.102777777777774,-1.318291935088406,-1.0449226672181562,-1.1563270343351424,-1.1980990190399858
636,53.18583333333333,-0.717650514116382,-0.8540359691036243,-0.7829550099644723,-0.7757832999808175,-0.8371397668733416,53.18611111111111,-1.3078445248123358,-1.0468973253978051,-1.15188861896809,-1.201920968003916
637,53.26916666666666,-0.7188826214924429,-0.8515887888961472,-0.7912388408811586,-0.7776588840478093,-0.8388787043694926,53.269444444444446,-1.3112918511305385,-1.049613838615525,-1.1544491942711776,-1.2069161181781922
638,53.35527777777778,-0.7236149322253034,-0.8520952787642013,-0.7938597260135141,-0.7768659520900275,-0.8369561709813942,53.352777777777774,-1.3028342084096771,-1.043872630865739,-1.148408980723771,-1.2044847154296598
639,53.43861111111111,-0.7248479211724408,-0.8603557472903978,-0.7976179310832971,-0.7758048928190465,-0.8433724943936167,53.43888888888889,-1.299871892988334,-1.0356741274467756,-1.151368198086134,-1.2046270052647636
640,53.52194444444444,-0.7303820653445929,-0.8665705036664567,-0.7983137225701047,-0.7822760961707496,-0.8443280032897096,53.52222222222222,-1.2922052031770028,-1.040818754960871,-1.1421270653994344,-1.1961432328295525
641,53.60527777777777,-0.7210178439057598,-0.8763398576932078,-0.8115473677113733,-0.7810799533053295,-0.8466230273522015,53.605555555555554,-1.2804344392580913,-1.0407069413141683,-1.1360858009857415,-1.1914336429096744
642,53.68861111111111,-0.7295557381732029,-0.8844641197805869,-0.8115191345023796,-0.7830168566072888,-0.8410578972625998,53.68888888888889,-1.2977599034859224,-1.039739115716717,-1.1324446224480251,-1.1860984799303838
643,53.77194444444444,-0.7339962316174435,-0.8803436009476402,-0.8106292916962379,-0.7866871996854394,-0.8422329447013922,53.77222222222222,-1.2915819000867326,-1.046315708682476,-1.124203746670155,-1.1771379879565351
644,53.85527777777777,-0.744339809862266,-0.8789786128225213,-0.8048781088039045,-0.7768913773729036,-0.8415485023480451,53.855555555555554,-1.2929007352586734,-1.0442371520293086,-1.1203633898169043,-1.1811524106925844
645,53.93861111111111,-0.7395869606847131,-0.8757694676424923,-0.8036658560941727,-0.7838297857271117,-0.843004903881003,53.93888888888889,-1.2933167171718098,-1.0351038788789877,-1.1225237673339454,-1.1683419914825883
646,54.02194444444444,-0.7517381740150918,-0.8763164782539243,-0.800592804593676,-0.7959028220298052,-0.851602483977692,54.02222222222222,-1.279230155968122,-1.02951632365719,-1.1268850939478543,-1.164106973310209
647,54.10527777777777,-0.7479939419369682,-0.8774199581122948,-0.7964592260868877,-0.7935108847870334,-0.8489415783145173,54.105555555555554,-1.275041363761504,-1.0280749220935033,-1.116247583666106,-1.1608475987987084
648,54.19138888888889,-0.7479547586871708,-0.8720802212821931,-0.7804653931161198,-0.7986543737291572,-0.8468225235668612,54.18888888888889,-1.270750654637764,-1.0259801112214195,-1.1078114497770777,-1.1581641102109512
